"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"K2402","3","definition","3","Peut collaborer avec des équipes de recherche privées ou publiques dans le cadre de transfert de technologies ou de projets de recherche et développement."
"K2402","3","definition","4","Peut superviser et coordonner un projet, une équipe, un service, un laboratoire ou un département de recherche."
"K2402","4","acces_metier","1","Ce métier est accessible avec diplôme de niveau Bac + 5. Une thèse de doctorat (bac+8) est souvent requise pour accéder à des postes de recherche avancée ou pour diriger des projets de recherche."
"K2402","4","acces_metier","2","La publication de travaux (articles, ouvrages, thèses, mémoires, etc.) contribue à la reconnaissance des compétences professionnelles."
"K2402","4","acces_metier","3","La pratique d''une langue étrangère, en particulier l''anglais, peut être requise."
"K2403","3","definition","1","Le Biostatisticien contribue à la conception et au développement des méthodologies biostatistiques utilisées dans les études pré-cliniques, cliniques ou épidémiologiques."
"K2403","3","definition","2","Analyse les données chiffrées relatives à la biologie pour en extraire les informations utiles et les interpréter, afin d''aider l''équipe de recherche à prendre des décisions"
"K2403","3","definition","3","Peut collaborer avec des équipes de recherche privées ou publiques dans le cadre de transfert de technologies ou de projets de recherche et développement"
"K2403","4","acces_metier","1","Ce métier est accessible avec un Master ou un Diplôme d''Ingénieur, dans les secteurs de l''économie, des statistiques, de l''économétrie, des sciences politiques, complété par un Doctorat dans un secteur scientifique (physique, chimie, médecine, géologie)"
"K2403","4","acces_metier","2","La pratique d''une langue étrangère, en particulier l''anglais, est souvent requise."
"K2404","3","definition","1","Le chargé de recherche, un acteur clé dans l''avancement scientifique et technologique."
"K2404","3","definition","2","Conduit des projets de recherche et développement dans divers domaines scientifiques"
"K2404","3","definition","3","Analyse et interprète les données issues des expérimentations"
"K2404","3","definition","4","Collabore avec des équipes multidisciplinaires pour innover et résoudre des problèmes complexes"
"K2404","3","definition","5","Rédige des rapports de recherche et des publications scientifiques"
"K2404","3","definition","6","Présente les résultats de recherche lors de conférences ou à des parties prenantes"
"K2404","3","definition","7","Assure la veille scientifique et technologique pour rester à la pointe de son domaine"
"K2404","4","acces_metier","1","Ce métier est accessible avec un Doctorat en sciences, un Doctorat en sciences pharmaceutiques, un Master en Biologie ou un Diplôme d''Ingénieur en biotechnologie. Les niveaux d''études requis varient de Bac + 5 à Bac + 8."
"K2405","3","definition","1","L''Attaché de recherche clinique en milieu hospitalier joue un rôle crucial dans le développement de nouvelles thérapies médicales."
"K2405","3","definition","2","Coordonne et supervise les essais cliniques au sein des établissements hospitaliers"
"K2405","3","definition","3","Assure la liaison entre les équipes médicales et les sponsors des études cliniques"
"K2405","3","definition","4","Veille au respect des protocoles de recherche et des normes éthiques"
"K2405","3","definition","5","Collecte, analyse et synthétise les données issues des essais cliniques"
"K2405","3","definition","6","Contribue à la rédaction des rapports d''étude et à la publication des résultats"
"K2405","3","definition","7","Participe à la formation du personnel hospitalier sur les bonnes pratiques cliniques"
"K2405","4","acces_metier","1","Cet emploi est accessible avec un Master en Sciences de la santé ou un Diplôme d''État de docteur. Les niveaux d''études requis sont Bac+5 pour le Master et Bac+8 pour les diplômes de docteur."
"K2406","3","definition","1","Le Directeur de recherche pilote des projets innovants au cœur du développement scientifique."
"K2406","3","definition","2","Dirige et coordonne des projets de recherche appliquée ou fondamentale"
"K2406","3","definition","3","Définit les orientations stratégiques des programmes de recherche"
"K2406","3","definition","4","Supervise et évalue les activités de recherche de son unité"
"K2406","3","definition","5","Assure la communication et la publication des résultats scientifiques"
"K2406","3","definition","6","Collabore avec des partenaires académiques et industriels"
"K2406","3","definition","7","Peut gérer les aspects administratifs et financiers liés aux projets de recherche"
"K2406","4","acces_metier","1","Ce métier est accessible avec un Doctorat en Sciences, ainsi qu''un Diplôme d''Etat en médecine ou pharmacie."
"K2407","3","definition","1","Le climatologue, expert des phénomènes climatiques, joue un rôle crucial dans la compréhension des variations climatiques et leurs impacts sur l''environnement."
"K2407","3","definition","2","Analyse et interprète les données météorologiques pour étudier les climats et leurs variations"
"K2407","3","definition","3","Modélise les prévisions climatiques pour anticiper les changements et leurs conséquences"
"K2407","3","definition","4","Contribue à des projets de recherche pour améliorer la compréhension des systèmes climatiques"
"K2407","3","definition","5","Collabore avec des scientifiques internationaux pour échanger des données et des insights sur le climat"
"K2407","3","definition","6","Rédige des rapports scientifiques et des articles pour partager les découvertes avec la communauté scientifique et le grand public"
"K2407","3","definition","7","Participe à des conférences pour discuter des dernières avancées en climatologie"
"K2407","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en climatologie ou un Master en sciences de l''atmosphère. Les niveaux d''études requis vont généralement de Bac +5 à Bac +8."
"K2408","3","definition","1","Le mathématicien, expert en chiffres et en logique, joue un rôle crucial dans le développement de nouvelles technologies et théories."
"K2408","3","definition","2","Développe des modèles mathématiques pour résoudre des problèmes complexes dans divers domaines tels que la physique, l''ingénierie ou l''économie"
"K2408","3","definition","3","Analyse et interprète des données quantitatives pour aider à la prise de décision dans les entreprises et la recherche"
"K2408","3","definition","4","Collabore avec des équipes interdisciplinaires pour appliquer des théories mathématiques à des problèmes concrets"
"K2408","3","definition","5","Utilise des logiciels spécialisés pour effectuer des simulations et des calculs avancés"
"K2408","3","definition","6","Participe à des projets de recherche pour explorer de nouvelles applications des mathématiques"
"K2408","3","definition","7","Enseigne et partage ses connaissances en mathématiques à travers des publications et des conférences"
"K2408","4","acces_metier","1","Cet emploi est accessible avec un Master en mathématiques (Bac +5) ou un Doctorat en mathématiques (Bac +8)."
"K2409","3","definition","1","L''astronome, expert des mystères de l''univers, joue un rôle crucial dans notre compréhension de l''espace."
"K2409","3","definition","2","Étudie les phénomènes astronomiques à l''aide d''observations et de théories"
"K2409","3","definition","3","Analyse les données collectées par les télescopes et autres instruments d''observation"
"K2409","3","definition","4","Contribue à la rédaction de publications scientifiques pour partager les découvertes avec la communauté internationale"
"K2409","3","definition","5","Participe à des projets de recherche collaboratifs internationaux"
"K2409","3","definition","6","Développe et améliore les méthodes d''observation et de traitement des données astronomiques"
"K2409","3","definition","7","Enseigne et guide les étudiants en astronomie"
"K2409","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en astronomie, correspondant à un niveau Bac + 8. La possession de ce diplôme est obligatoire pour exercer ce métier en France."
"K2410","3","definition","1","L''Astrophysicien explore les mystères de l''univers et contribue à notre compréhension des phénomènes cosmiques."
"K2410","3","definition","2","Étudie les propriétés physiques et chimiques des corps célestes"
"K2410","3","definition","3","Analyse les données recueillies par les télescopes et autres instruments d''observation"
"K2410","3","definition","4","Modélise des phénomènes cosmiques pour prédire leur comportement"
"K2410","3","definition","5","Collabore avec des chercheurs internationaux pour partager des découvertes et des théories"
"K2410","3","definition","6","Publie des articles scientifiques pour diffuser les résultats de ses recherches"
"K2410","3","definition","7","Participe à des conférences et des symposiums pour présenter ses travaux"
"K2410","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en astrophysique (Bac + 8)."
"K2411","3","definition","1","Le musicologue est un expert en étude et analyse des musiques qui assure la compréhension, le partage des connaissances et la préservation du patrimoine musical."
"K2411","3","definition","2","Analyse et étudie les musiques de différentes époques et cultures"
"K2411","3","definition","3","Rédige des articles, des critiques ou des ouvrages spécialisés sur la musique"
"K2411","3","definition","4","Anime des conférences, des séminaires, des ateliers musicaux pour partager ses connaissances"
"K2411","3","definition","5","Collabore avec des institutions culturelles pour la conservation de la musique"
"K2411","3","definition","6","Enseigne la musicologie dans des institutions académiques"
"K2411","3","definition","7","Conseille sur l''acquisition et la préservation d''œuvres musicales"
"K2411","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 à Bac+8 en musicologie. Le niveau de formation permet une spécialisation approfondie dans l''étude de la musique, voire la conduite de travaux de recherche."
"K2412","3","definition","1","Le chercheur du monde aquatique explore les ressources aquatiques comme les océans, mers, fleuves et rivières pour contribuer à l''adaptation et la préservation de ces écosystèmes."
"K2412","3","definition","2","Mène des travaux de recherche sur le monde aquatique"
"K2412","3","definition","3","Identifie les menaces et capacités de résilience des écosystèmes"
"K2412","3","definition","4","Sensibilise à l''écologie des environnements aquatiques"
"K2412","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+5 à Bac+8."
"K2412","4","acces_metier","2","Une expérience significative, comme des stages ou missions en laboratoire, aquarium, ou sur le terrain est souvent déterminante."
"K2413","3","definition","1","Le chercheur des écosystèmes étudie les interactions complexes entre les organismes vivants et leur environnement pour comprendre et préserver la biodiversité."
"K2413","3","definition","2","Collecte et analyse des données écologiques et environnementales"
"K2413","3","definition","3","Étudie les impacts des changements climatiques sur les écosystèmes"
"K2413","3","definition","4","Propose des stratégies de conservation et de gestion des écosystèmes"
"K2413","4","acces_metier","1","Un doctorat Bac + 8 dans un domaine pertinent est souvent requis pour accéder à des postes de recherche avancés. Une expérience de terrain et une connaissance approfondie des méthodes de recherche en écologie sont essentielles."
"K2414","3","definition","1","Le paléontologue étudie les fossiles pour reconstituer l''histoire de la vie sur Terre et comprendre l''évolution des espèces."
"K2414","3","definition","2","Étudie les fossiles pour reconstituer les environnements anciens et comprendre les processus évolutifs"
"K2414","3","definition","3","Participe à des fouilles archéologiques pour découvrir de nouveaux spécimens fossiles"
"K2414","3","definition","4","Analyse les données géologiques et paléontologiques pour interpréter l''histoire de la Terre"
"K2414","3","definition","5","Collabore avec des scientifiques d''autres disciplines pour enrichir les recherches sur l''évolution"
"K2414","3","definition","6","Publie des articles scientifiques et participe à des conférences pour partager ses découvertes"
"K2414","3","definition","7","Enseigne et forme les étudiants et les nouveaux chercheurs dans le domaine de la paléontologie"
"K2414","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en paléontologie (Bac+8)."
"K2415","3","definition","1","Le paléographe étudie et déchiffre les écritures anciennes pour interpréter les documents historiques."
"K2415","3","definition","2","Analyse et interprète des manuscrits anciens pour en déchiffrer le contenu"
"K2415","3","definition","3","Contribue à la conservation des documents historiques en établissant des normes de préservation"
"K2415","3","definition","4","Collabore avec des historiens et des archéologues pour contextualiser les découvertes de textes anciens"
"K2415","3","definition","5","Participe à la rédaction de publications scientifiques pour partager les découvertes avec la communauté académique"
"K2415","3","definition","6","Enseigne les techniques de paléographie dans des institutions académiques"
"K2415","3","definition","7","Utilise des technologies modernes pour l''analyse et la digitalisation des textes anciens"
"K2415","4","acces_metier","1","Cet emploi est accessible avec un Master recherche (Bac+5) complété par un Doctorat en sciences humaines ou en histoire (Bac+8). Des formations en langues anciennes sont essentielles pour la compréhension des textes anciens."
"K2416","3","definition","1","Le linguiste étudie le langage et ses diverses structures, y compris les sons, les mots, les phrases, le sens et l''usage en contexte social."
"K2416","3","definition","2","Analyse et interprète les structures linguistiques pour en comprendre les règles et les variations"
"K2416","3","definition","3","Contribue à l''élaboration de dictionnaires et de ressources terminologiques pour préciser l''usage des mots"
"K2416","3","definition","4","Collabore avec des informaticiens pour développer des outils de traitement automatique du langage"
"K2416","3","definition","5","Réalise des études de terrain pour comprendre l''évolution des langues et leurs impacts socioculturels"
"K2416","3","definition","6","Participe à des projets de traduction et d''interprétation pour faciliter la communication multilingue"
"K2416","3","definition","7","Enseigne la linguistique dans des contextes académiques ou professionnels pour former les futurs experts"
"K2416","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 à Bac+8. Des spécialisations peuvent être requises."
"K2417","3","definition","1","Le chercheur du monde marin plonge au cœur des océans pour percer les mystères des écosystèmes marins, et contribuer à la préservation de la biodiversité et à l''anticipation des évolutions de cet écosystème vital pour la planète."
"K2417","4","acces_metier","1","Ce métier est accessible avec un Bac+5 à Bac +8."
"K2417","4","acces_metier","2","Une expérience de terrain est fortement requise, ainsi que la maîtrise des techniques de plongée sous-marine et des protocoles de sécurité associés"
"K2418","3","definition","1","Plonger au cœur de la biodiversité pour étudier et protéger les espèces animales, tel est le quotidien passionnant d''un chercheur du monde animal."
"K2418","3","definition","2","Développe des méthodes de conservation innovantes"
"K2418","3","definition","3","Évalue l''impact des activités humaines sur les écosystèmes"
"K2418","3","definition","4","Analyse les comportements animaux dans leur milieu naturel"
"K2418","3","definition","5","Peut diriger une équipe"
"K2418","4","acces_metier","1","Ce métier est accessible avec un Bac + 8."
"K2418","4","acces_metier","2","Des certifications peuvent être demandées selon les spécialisations (par exemple, certifications en plongée pour les études marines, certifications en manipulation d''animaux sauvages, etc.)"
"K2418","4","acces_metier","3","Une certification en sécurité et en éthique de la recherche animale peut être également demandée."
"K2419","3","definition","1","Le Botaniste est un expert au cœur de la biodiversité et de l''innovation scientifique, qui a pour double mission de trouver les solutions les plus efficaces pour nourrir les hommes, tout en préservant la planète."
"K2419","3","definition","2","Etudie les plantes, les algues et des champignons, s''intéressant à leur structure, fonction, évolution, écologie, génétique et utilisation par l''homme"
"K2419","3","definition","3","Collecte sur le terrain par des relevés d''espèces, prélèvements d''échantillons, cartographie de la biodiversité"
"K2419","3","definition","4","travaille sur le développement de nouvelles variétés à travers de la sélection végétale, amélioration génétique ou par biotechnologie"
"K2419","4","acces_metier","1","Ce métier est accessible avec un niveau de Bac + 3 à Bac + 8 Licence en biologie, sciences de la vie ou écologie, Master en botanique, écologie végétale, biologie moléculaire, Doctorat en botanique, phylogénie, physiologie végétale."
"K2419","4","acces_metier","2","Une spécialisation dans un domaine précis de la recherche végétale est souvent requise (ex : génétique végétale, physiologie végétale, etc.)."
"K2420","3","definition","1","Le chercheur du monde forestier explore et étudie les écosystèmes forestiers pour mieux les comprendre, les protéger et les valoriser."
"K2420","3","definition","2","Analyse les écosystèmes forestiers et leurs dynamiques"
"K2420","3","definition","3","Modélise les processus écologiques à l''aide de logiciels spécialisés"
"K2420","3","definition","4","Surveille l''impact des activités humaines sur les forêts"
"K2420","4","acces_metier","1","Ce métier est accessible avec un Bac+5 à Bac+8."
"K2420","4","acces_metier","2","Une expérience de terrain en milieu forestier et des connaissances approfondies en botanique, écologie et gestion des écosystèmes sont utiles. Le permis B peut être exigé."
"K2421","3","definition","1","Le chercheur du monde microbien et microbiologique étudie les micro-organismes (bactéries, moisissures, virus, microbes...) ; ses observations et ses travaux de recherche sont ensuite mis à profit pour préserver l''environnement, combattre une maladie, faire progresser la science pour protéger l''humain et la nature."
"K2421","4","acces_metier","1","Ce métier est accessible avec un Bac+5 à Bac+8. Une expérience en laboratoire de recherche (stages, thèse, post-doctorat) est requise."
"K2501","3","definition","1","Poste clé chez les bailleurs sociaux, le gardien d''immeuble est le lien privilégié entre l''organisme et ses locataires."
"K2501","3","definition","2","Accueille les locataires à leur arrivée, les renseigne et s''assure au quotidien de leur confort dans la résidence"
"K2501","3","definition","3","Veille à la tranquillité des locataires : bon usage des locaux, respect du règlement intérieur, surveillance du passage"
"K2501","3","definition","4","Fait le lien entre les locataires et le bailleur : transmet les informations, assure le suivi, voire le traitement des réclamations"
"K2501","3","definition","5","Accompagne à son niveau les locataires en difficulté"
"K2501","3","definition","6","Peut être associé à des actions d''animation de la résidence"
"K2501","3","definition","7","Peut participer à la commercialisation, notamment des parkings"
"K2501","4","acces_metier","1","Ce métier est accessible sans qualification particulière, cependant les entreprises peuvent proposer des formations en interne."
"K2501","4","acces_metier","2","Une expérience dans l''entretien, la maintenance ou le gardiennage est un atout certain."
"K2501","4","acces_metier","3","Une expérience dans la relation client ou dans l''accompagnement social est un plus."
"K2501","4","acces_metier","4","Certains pré-requis sont obligatoires, comme par exemple la maîtrise du français (lu, parlé, écrit), du calcul (4 opérations)."
"K2501","4","acces_metier","5","Il faut également avoir quelques notions informatiques, ainsi qu''une bonne condition physique."
"K2502","3","definition","1","Le responsable sécurité de site assure la protection des biens et des personnes au sein d''une organisation."
"K2502","3","definition","2","Supervise et coordonne les activités de sécurité sur le site"
"K2502","3","definition","3","Elabore et met en œuvre les politiques et procédures de sécurité"
"K2502","3","definition","4","Gère les équipes de sécurité et organise les formations nécessaires"
"K2502","3","definition","5","Effectue les audits de sécurité réguliers pour identifier les vulnérabilités"
"K2502","3","definition","6","Collabore avec les autorités locales en cas d''incidents de sécurité"
"K2502","3","definition","7","Assure la veille technologique pour améliorer les systèmes de sécurité existants"
"K2502","4","acces_metier","1","Ce métier est accessible avec un CQP Agent de Prévention et de Sécurité, ou un bac+2 à bac+3 dans le domaine de la sécurité des biens et des personnes."
"K2502","4","acces_metier","2","Une expérience significative dans la sécurité/sûreté est indispensable."
"K2502","4","acces_metier","3","Des certifications complémentaires comme le Service de Sécurité Incendie et d''Assistance à Personnes (SSIAP2 et SSIAP 3) sont également requises."
"K2503","3","definition","1","L''agent de prévention et de sécurité assure la protection des biens et des personnes."
"K2503","3","definition","2","Surveille et contrôle l''accès des sites pour garantir la sécurité des biens et des personnes"
"K2503","3","definition","3","Intervient lors des situations d''urgence et gère les incidents de sécurité"
"K2503","3","definition","4","Réalise des rondes de prévention et de détection des anomalies"
"K2503","3","definition","5","Informe et alerte les services compétents (pompiers, forces de l''ordre) en cas de menace sérieuse"
"K2503","3","definition","6","Assure le respect des règles de sécurité au sein des établissements"
"K2503","3","definition","7","Gère l''utilisation des équipements de surveillance et d''alarme"
"K2503","4","acces_metier","1","Cet emploi est accessible avec un diplôme du niveau CAP au niveau BAC. Il faut également être titulaire d''une carte professionnelle délivrée par le CNAPS. Ne pas être inscrit au bulletin n°2 du casier judiciaire, et être détenteur d''un titre de séjour de plus de 5 ans pour les ressortissants étrangers hors UE."
"K2504","3","definition","1","Effectue le filtrage et le contrôle d''accès du public"
"K2504","3","definition","2","Oriente les personnes selon les procédures de sécurité règlementaires et contractuelles"
"K2504","3","definition","3","Participe à la prévention des risques (terroristes, accidents et mouvements de foule)"
"K2504","3","definition","4","Assure la protection des personnes et des biens lors de grands événements"
"K2504","4","acces_metier","1","Cet emploi est réglementé et nécessite une qualification. Un casier judiciaire exempt de toute mention contradictoire et une carte professionnelle valable 5 ans délivrée par le CNAPS (Conseil National des Activités Privées de Sécurité), sont obligatoires. La « carte surveillance grands évènements » (SGE) créée par décret en décembre 2023 pour les Jeux olympiques de Paris, est aussi valable 5 ans."
"K2505","3","definition","1","L''enquêteur privé intervient pour le compte de personnes physiques ou morales, par voie d''enquêtes et de filatures, afin de recueillir, des renseignements de toute nature, rechercher des biens et des débiteurs, rassembler des preuves dans les domaines civil et commercial."
"K2505","3","definition","2","Observe et suit discrètement des individus pour obtenir des preuves de comportements ou d''activités spécifiques"
"K2505","3","definition","3","Effectue des vérifications d''antécédents pour des entreprises ou des particuliers"
"K2505","3","definition","4","Collabore avec les autorités compétentes dans les enquêtes criminelles"
"K2505","3","definition","5","Travaille avec des avocats pour recueillir des preuves pour des litiges civils ou pénaux"
"K2505","3","definition","6","Peut témoigner en tant qu''expert devant les tribunaux"
"K2505","4","acces_metier","1","Cet emploi est accessible avec un CQP enquêteur-agent de recherches privées, ainsi qu''un bac+3 spécialisé dans le domaine."
"K2505","4","acces_metier","2","De plus, il est impératif d''obtenir un agrément délivré par le CNAPS (Conseil National des Activités Privées de Sécurité)."
"K2506","3","definition","1","Le convoyeur de fonds a pour mission de transporter et sécuriser les fonds et valeurs à destination ou en retour des clients."
"K2506","3","definition","2","Assure sa sécurité, celle de ses équipiers et des fonds transportés dans un véhicule blindé ou banalisé en appliquant les procédures et consignes de sécurité"
"K2506","3","definition","3","Maintient des communications constantes avec le centre de contrôle et avec les équipes sur place"
"K2506","3","definition","4","Peut coordonner des opérations"
"K2506","4","acces_metier","1","Cet emploi est accessible sous conditions :"
"K2506","4","acces_metier","2","Avoir un bulletin n°3 du casier judiciaire vierge"
"K2506","4","acces_metier","3","Avoir suivi une formation certifiante donnant aptitude professionnelle et conforme au référentiel préalablement validé par les autorités compétentes"
"K2506","4","acces_metier","4","Etre détenteur d''une carte professionnelle délivrée par le CNAPS"
"K2506","4","acces_metier","5","Suivre une formation de maintien et actualisation des connaissances tous les 5 ans"
"K2506","4","acces_metier","6","Etre physiquement et psychologiquement apte à détenir un port d''armes"
"K2507","3","definition","1","L''Agent d''exploitation et de sûreté aéroportuaire joue un rôle crucial dans la sécurité et l''efficacité des opérations aéroportuaires."
"K2507","3","definition","2","Contrôle les passagers, les bagages et le fret pour garantir la sécurité des vols."
"K2507","3","definition","3","Surveille et régule les accès aux zones sensibles de l''aéroport."
"K2507","3","definition","4","Effectue des rondes de sécurité pour prévenir toute activité suspecte."
"K2507","3","definition","5","Assiste dans la gestion des situations d''urgence et participe aux procédures d''évacuation."
"K2507","3","definition","6","Rédige des rapports détaillés sur les incidents et les activités quotidiennes."
"K2507","3","definition","7","Collabore avec les autres services de l''aéroport pour assurer une coordination efficace."
"K2507","4","acces_metier","1","Cet emploi est accessible avec le TFP (Titre à Finalité Professionnelle) d''Agent de Sûreté Aéroportuaire."
"K2507","4","acces_metier","2","De plus, certaines conditions sont incontournables, à savoir : Être de nationalité française ou être ressortissant d''un Etat membre de l''Union européenne (UE), ne pas faire l''objet d''une inscription au bulletin n°3 du casier judiciaire et être en possession d''une carte professionnelle délivrée par le CNAPS."
"K2508","3","definition","1","L''agent de protection rapprochée assure la sécurité et la protection de personnes face à diverses menaces."
"K2508","3","definition","2","Assure la sécurité physique des personnes protégées"
"K2508","3","definition","3","Analyse les risques et planifie les déplacements sécurisés"
"K2508","3","definition","4","Intervient en cas de menace directe pour neutraliser les dangers"
"K2508","3","definition","5","Maintient une veille constante sur l''environnement immédiat"
"K2508","3","definition","6","Collabore avec les forces de l''ordre et autres services de sécurité"
"K2508","3","definition","7","Peut conduire des véhicules blindés pour des déplacements sécurisés"
"K2508","4","acces_metier","1","Cet emploi est accessible avec plusieurs formations de niveau Bac. Une formation spécifique est également obligatoire pour assurer des missions de sécurité armée."
"K2508","4","acces_metier","2","Il faut de plus être titulaire d''une carte professionnelle délivrée par le CNAPS, ne pas être inscrit au bulletin n°2 du casier judiciaire, et être détenteur d''un titre de séjour de plus de 5 ans pour les ressortissants étrangers hors UE."
"K2509","3","definition","1","L''opérateur en télésurveillance veille à la sécurité des biens et des personnes à distance."
"K2509","3","definition","2","Surveille et contrôle les systèmes de sécurité électronique et vidéo"
"K2509","3","definition","3","Intervient en cas d''alarme pour effectuer les actions nécessaires selon les procédures établies"
"K2509","3","definition","4","Rédige des rapports d''incident pour documenter les anomalies et les interventions"
"K2509","3","definition","5","Communique avec les forces de l''ordre et les services d''urgence en cas de besoin"
"K2509","3","definition","6","Gère les appels téléphoniques entrants pour les urgences et les informations"
"K2509","4","acces_metier","1","Cet emploi est accessible avec plusieurs formations allant du CAP jusqu''au Bac."
"K2509","4","acces_metier","2","Il faut également être titulaire d''une carte professionnelle délivrée par le CNAPS, ne pas être inscrit au bulletin n°2 du casier judiciaire, et être détenteur d''un titre de séjour de plus de 5 ans pour les ressortissants étrangers hors UE."
"K2510","3","definition","1","L''agent cynophile de sécurité assure la protection des biens et des personnes grâce à son compagnon canin."
"K2510","3","definition","2","Surveille les sites et protège les biens et les personnes en utilisant un chien dressé"
"K2510","3","definition","3","Intervient lors de situations d''urgence ou d''alerte pour prévenir les intrusions ou les actes de malveillance"
"K2510","3","definition","4","Contrôle l''accès aux sites et veille à la sécurité des lieux"
"K2510","3","definition","5","Réalise des rondes de sécurité pour prévenir toute activité suspecte"
"K2510","3","definition","6","Peut participer à des missions de recherche et de sauvetage avec son chien"
"K2510","3","definition","7","Maintient en condition physique et technique son chien pour garantir leur efficacité opérationnelle"
"K2510","4","acces_metier","1","Cet emploi est accessible avec un TFQ (Titre à Finalité Professionnelle) d''Agent de sécurité et un diplôme ou Titre Professionnel d''Agent cynophile."
"K2510","4","acces_metier","2","Il faut également être titulaire d''une carte professionnelle délivrée par le CNAPS pour les activités de surveillance avec un chien."
"K2510","4","acces_metier","3","Ne pas être inscrit au bulletin n°2 du casier judiciaire, et être détenteur d''un titre de séjour de plus de 5 ans pour les ressortissants étrangers hors UE."
"K2511","3","definition","1","L''agent de sûreté ferroviaire est chargé d''assurer la sécurité des voyageurs, du personnel et des infrastructures ferroviaires, en prévenant les actes de malveillance et en intervenant face aux situations à risque dans les trains, les gares et leurs abords."
"K2511","3","definition","2","Assure la protection des personnes et des biens au sein du réseau ferroviaire"
"K2511","3","definition","3","Prévient les incivilités, les fraudes et les actes de délinquance par une présence visible et dissuasive"
"K2511","3","definition","4","Intervient lors d''incidents ou de situations dangereuses afin de rétablir l''ordre et la sécurité"
"K2511","3","definition","5","Contrôle le respect des règles de sûreté et des procédures en vigueur"
"K2511","3","definition","6","Collabore avec les forces de l''ordre et les services internes pour garantir un environnement sécurisé"
"K2511","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau CAP/BEP au Bac, complété par une formation interne spécialisée, indispensable pour exercer."
"K2511","4","acces_metier","2","Un casier judiciaire vierge est une condition obligatoire."
"K2512","3","definition","1","L''agent de sûreté portuaire veille à la sécurité et à la protection des installations portuaires et des navires conformément au plan de sûreté de l''installation portuaire (PSIP) sous l''autorité de l''agent de sûreté d''installation portuaire (ASIP), responsable principal de la sécurité du port désigné par l''exploitant du port."
"K2512","3","definition","2","Contrôle les accès au port : fouilles, vérifications d''identité et rondes de surveillance"
"K2512","3","definition","3","Applique les niveaux de sûreté (exemple : alerte renforcée) et signale les anomalies à l''ASIP"
"K2512","3","definition","4","Participe aux exercices et interventions immédiates"
"K2512","3","definition","5","Collabore avec les autorités locales et autres services de sécurité pour coordonner les efforts de sûreté."
"K2512","3","definition","6","La maitrise de l''anglais et / ou d''une autre langue étrangère est un plus car elle facilite les dialogue avec les touristes étrangers."
"K2512","4","acces_metier","1","Cet emploi est accessible avec un Certificat de Qualification Professionnelle (CQP) Agent de sûreté portuaire, qui est obligatoire pour exercer ce métier en France. Aucune autre qualification formelle n''est proposée pour ce poste."
"K2513","3","definition","1","Le gardien de locaux veille à la sécurité et à la propreté des espaces qui lui sont confiés."
"K2513","3","definition","2","Surveille les entrées et sorties des visiteurs et résidents pour garantir la sécurité des lieux"
"K2513","3","definition","3","Gère les incidents et les urgences en appliquant les procédures de sécurité appropriées"
"K2513","3","definition","4","Réalise des rondes régulières pour prévenir toute activité suspecte ou dangereuse"
"K2513","3","definition","5","Entretient les espaces communs et privés pour assurer la propreté et l''hygiène"
"K2513","3","definition","6","Peut effectuer des petites réparations et de la maintenance de premier niveau"
"K2513","4","acces_metier","1","Ce métier est accessible sans qualification particulière, mais des formations dans le domaine de la sécurité peuvent être un atout."
"K2514","3","definition","1","Le responsable de sûreté et de sécurité portuaire, souvent désigné comme agent de sûreté de l''installation portuaire assure la sécurité des installations portuaires, et a un rôle opérationnel précis parmi les acteurs portuaires :"
"K2514","3","definition","2","Réalise l''évaluation des vulnérabilités spécifiques à son installation portuaire en identifiant les menaces, faiblesses des accès, zones sensibles et risques maritimes"
"K2514","3","definition","3","Elabore et soumet pour approbation le plan de sûreté de l''installation portuaire (PSIP) en intégrant les niveaux de sûreté (1, 2 ou 3) et en le coordonnant avec l''autorité portuaire"
"K2514","3","definition","4","Met en œuvre et coordonne les mesures de contrôles d''accès, surveillance, exercices"
"K2514","3","definition","5","Forme le personnel, rapporte les incidents et assure la liaison avec les autres acteurs du port"
"K2514","4","acces_metier","1","Pour devenir responsable de sûreté maritime et portuaire (équivalent fonctionnel à ASIP / PFSO ou rôles supérieurs), il faut combiner certification d''agent de sécurité et de sûreté d''installation portuaire, habilitations et expérience professionnelle."
"K2514","4","acces_metier","2","Il n''y a pas de diplôme obligatoire."
"K2601","3","definition","1","Le porteur funéraire accompagne les familles lors des cérémonies d''adieu."
"K2601","3","definition","2","Accompagne et transporte le défunt lors des cérémonies funéraires"
"K2601","3","definition","3","Assure la manutention des cercueils et veille à leur disposition selon les rites spécifiques"
"K2601","3","definition","4","Participe à la préparation et à l''organisation des cérémonies en collaboration avec les services funéraires"
"K2601","3","definition","5","Maintient la dignité et le respect autour du défunt tout au long de la cérémonie"
