gold,label_a,label_b,relation,confidence,source_a,source_b,entity_id_a,entity_id_b,method
1,Architecte de solutions IA (H/F/D),concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés,skos:relatedMatch,0.555,ARBEITNOW,ESCO,OCC_41c17d1e8957,OCC_89f4b0de8aeb,embeddings
0,spécialiste de l’investigation numérique,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,skos:relatedMatch,0.555,ESCO,ARBEITNOW,OCC_46b37f0135cb,OCC_5ba0f9300746,embeddings
0,Technicien / Technicienne de piscine,technicien de réseau informatique/technicienne de réseau informatique,skos:relatedMatch,0.555,REMOTEOK,ESCO,OCC_1d71758bab20,OCC_f609b6bc11bf,embeddings
0,Cartographe,Dactylographe - Saisie de données,skos:relatedMatch,0.555,ROME,REMOTEOK,OCC_13ad0dec06f6,OCC_b98e457eb404,embeddings
0,Agent de saisie de données / Spécialiste en saisie de données,Ingénieur / Ingénieure en Intelligence Artificielle (IA),skos:relatedMatch,0.555,REMOTEOK,ROME,OCC_d8d5f3a4878b,OCC_ec6735d1a243,embeddings
0,Concepteur / Conceptrice en architecture,ingénieur en vision par ordinateur/ingénieure en vision par ordinateur,skos:relatedMatch,0.554,REMOTEOK,ESCO,OCC_20f53a6b090c,OCC_991dd4068ca0,embeddings
0,spécialiste de l’optimisation des moteurs de recherche,Gestionnaire de compte SEA/Google Ads junior | Spécialisation e-commerce (H/F/D) | Frankfurt am Main,skos:relatedMatch,0.553,ESCO,ARBEITNOW,OCC_0ee16ac6947b,OCC_9fb404d4f622,embeddings
0,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),Analyste senior - Support de projet,skos:relatedMatch,0.553,ARBEITNOW,REMOTEOK,OCC_77117619e46e,OCC_a55aa629a66b,embeddings
0,Expert / Experte en communication et réseaux,Analyste d'affaires,skos:relatedMatch,0.553,ROME,REMOTEOK,OCC_b7befaa6cd86,OCC_d9115408ab56,embeddings
0,administrateur de systèmes informatiques/administratrice de systèmes informatiques,Administrateur / Administratrice Microsoft 365 (H/F/D),skos:relatedMatch,0.552,ESCO,ARBEITNOW,OCC_6cb6d62106d9,OCC_dcfbee0bf2e2,embeddings
1,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich,ingénieur DevOps cloud/ingénieure DevOps cloud,skos:relatedMatch,0.552,ARBEITNOW,ESCO,OCC_10dc41f6953f,OCC_c79207b250ca,embeddings
0,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),auditeur des systèmes d’information/auditrice des systèmes d’information,skos:relatedMatch,0.552,ARBEITNOW,ESCO,OCC_3cacf2bb2b93,OCC_7d8d0e4e5d42,embeddings
0,Développeur / Développeuse informatique,"Responsable d'ingénierie senior, Domaine Supply (tous genres)",skos:relatedMatch,0.552,ROME,ARBEITNOW,OCC_4243894cf004,OCC_e2001adaaee2,embeddings
0,Responsable de la Sécurité des Systèmes d'Information (RSSI),Agent administratif de saisie de données et de classement,skos:relatedMatch,0.552,ROME,REMOTEOK,OCC_563c9ee7ae68,OCC_b9e95ef30857,embeddings
0,Concepteur / Conceptrice en architecture,Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils,skos:relatedMatch,0.551,REMOTEOK,ARBEITNOW,OCC_20f53a6b090c,OCC_311501439fae,embeddings
1,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques,skos:relatedMatch,0.551,ARBEITNOW,ROME,OCC_77117619e46e,OCC_9f440c1548b6,embeddings
0,Analyste des systèmes de la chaîne d'approvisionnement,Expert / Experte systèmes et réseaux informatiques,skos:relatedMatch,0.551,REMOTEOK,ROME,OCC_8df0f1dba04b,OCC_c44a9eaae6e7,embeddings
0,gestionnaire des risques en cybersécurité,Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.55,ESCO,REMOTEOK,OCC_9113c1374afd,OCC_d8d5f3a4878b,embeddings
1,administrateur de contenu web/administratrice de contenu web,Concepteur / Conceptrice web junior,skos:relatedMatch,0.549,ESCO,REMOTEOK,OCC_aa3336017d8a,OCC_d3df557742ce,embeddings
0,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),opérateur de centre de données/opératrice de centre de données,skos:relatedMatch,0.548,ARBEITNOW,ESCO,OCC_77117619e46e,OCC_9c9233e004da,embeddings
0,Jeune diplômé(e) - Data Scientist,"Ingénieur(e) logiciel confirmé(e) - Plateforme de données IA et Snowflake (H/F/D, Berlin)",skos:relatedMatch,0.547,REMOTEOK,ARBEITNOW,OCC_7781415f8e03,OCC_cf9385ee6570,embeddings
0,spécialiste de l’optimisation des moteurs de recherche,Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.547,ESCO,REMOTEOK,OCC_0ee16ac6947b,OCC_d8d5f3a4878b,embeddings
1,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),gestionnaire des risques en cybersécurité,skos:relatedMatch,0.546,ARBEITNOW,ESCO,OCC_77117619e46e,OCC_9113c1374afd,embeddings
0,Ingénieur(e) support applicatif (H/F/D),Ingénieur / Ingénieure DevOps,skos:relatedMatch,0.546,ARBEITNOW,ROME,OCC_61cc9ca73474,OCC_eab9b08d024c,embeddings
0,Chef de produit - IA,administrateur de systèmes informatiques/administratrice de systèmes informatiques,skos:relatedMatch,0.546,REMOTEOK,ESCO,OCC_2e0e260cb4d7,OCC_6cb6d62106d9,embeddings
0,développeur de systèmes informatiques/développeuse de systèmes informatiques,Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.545,ESCO,REMOTEOK,OCC_a1ea51659e23,OCC_b415cabf36c7,embeddings
0,concepteur d’interface utilisateur/conceptrice d’interface utilisatrice,Product Owner - Agent Assist et User Platforms (H/F/D),skos:relatedMatch,0.544,ESCO,ARBEITNOW,OCC_340f51445866,OCC_5d343c03bfac,embeddings
0,Chef de produit - IA,"Responsable d'ingénierie senior, Domaine Supply (tous genres)",skos:relatedMatch,0.543,REMOTEOK,ARBEITNOW,OCC_2e0e260cb4d7,OCC_e2001adaaee2,embeddings
0,Analyste senior - Support de projet,Analyste quantitatif / Modélisateur financier (H/F/X),skos:relatedMatch,0.543,REMOTEOK,ARBEITNOW,OCC_a55aa629a66b,OCC_bd8b9e27b797,embeddings
0,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),Consultant décisionnel / Consultante décisionnelle - Business Intelligence,skos:relatedMatch,0.543,ARBEITNOW,ROME,OCC_77117619e46e,OCC_c9809e8b4e1d,embeddings
0,Agent de saisie de données,responsable de l'identité cloud,skos:relatedMatch,0.543,REMOTEOK,ESCO,OCC_3756041ae6ec,OCC_5bfe9fc9c093,embeddings
1,Expert / Experte méthodes et qualité informatique,Analyste senior - Support de projet,skos:relatedMatch,0.542,ROME,REMOTEOK,OCC_336e0a8cfc0b,OCC_a55aa629a66b,embeddings
1,Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular,développeur de logiciels/développeuse de logiciels,skos:relatedMatch,0.541,ARBEITNOW,ESCO,OCC_6065b7acaf02,OCC_e57061351bc6,embeddings
0,Urbaniste Datacenter,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.541,ROME,REMOTEOK,OCC_c86e2d385aa5,OCC_e2079fd4cbf9,embeddings
0,Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI),Spécialiste en saisie de données - Assistant(e) administratif(ve),skos:relatedMatch,0.541,ROME,REMOTEOK,OCC_069c1da7cb17,OCC_c69fa61c1cf6,embeddings
1,Ingénieur(e) logiciel (H/F/D) - Vienne | Hambourg | Francfort,concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.54,ARBEITNOW,ESCO,OCC_b47b635dd3a8,OCC_fa1704d164c5,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,Expert / Experte en communication et réseaux,skos:relatedMatch,0.54,ARBEITNOW,ROME,OCC_5ba0f9300746,OCC_b7befaa6cd86,embeddings
0,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure,architecte de réseau,skos:relatedMatch,0.539,ARBEITNOW,ESCO,OCC_5ba0f9300746,OCC_bd1d7a63edf2,embeddings
0,Homologateur / Homologatrice fonctionnel de logiciel,Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils,skos:relatedMatch,0.539,ROME,ARBEITNOW,OCC_21c50bd3a35a,OCC_311501439fae,embeddings
0,testeur de logiciels/testeuse de logiciels,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),skos:relatedMatch,0.538,ESCO,ARBEITNOW,OCC_3e502e92822a,OCC_45b81edc9b79,embeddings
0,Technicien / Technicienne de la météorologie,Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein,skos:relatedMatch,0.538,ROME,ARBEITNOW,OCC_5142d7362315,OCC_c81768051e3f,embeddings
0,Administrateur / Administratrice de site internet,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.538,ROME,REMOTEOK,OCC_53745b14cb87,OCC_b9e95ef30857,embeddings
0,ingénieur en sécurité des systèmes intégrés/ingénieure en sécurité des systèmes intégrés,Responsable Ingénieur(e) IT Operations (H/F/D),skos:relatedMatch,0.537,ESCO,ARBEITNOW,OCC_b0446201413b,OCC_eb475bc6322d,embeddings
1,ingénieur en intelligence artificielle/ingénieure en intelligence artificielle,Ingénieur(e) senior en apprentissage automatique (H/F/*),skos:relatedMatch,0.537,ESCO,ARBEITNOW,OCC_80660e3c36ff,OCC_fe42133b7839,embeddings
0,Analyste senior - Support de projet,Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein,skos:relatedMatch,0.537,REMOTEOK,ARBEITNOW,OCC_a55aa629a66b,OCC_c81768051e3f,embeddings
0,Agent de saisie de données,Product Owner - Agent Assist et User Platforms (H/F/D),skos:relatedMatch,0.537,REMOTEOK,ARBEITNOW,OCC_3756041ae6ec,OCC_5d343c03bfac,embeddings
0,Administrateur / Administratrice de site internet,Gestionnaire de compte SEA/Google Ads junior | Spécialisation e-commerce (H/F/D) | Frankfurt am Main,skos:relatedMatch,0.537,ROME,ARBEITNOW,OCC_53745b14cb87,OCC_9fb404d4f622,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),Technicien / Technicienne réseaux informatiques et télécoms,skos:relatedMatch,0.537,ARBEITNOW,ROME,OCC_45b81edc9b79,OCC_940b6385dcd1,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),Qualiticien / Qualiticienne logiciel en informatique,skos:relatedMatch,0.537,ARBEITNOW,ROME,OCC_45b81edc9b79,OCC_da40f63e4373,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",Pentesteur / Pentesteuse,skos:relatedMatch,0.537,ARBEITNOW,ROME,OCC_14a3530bfb4b,OCC_b0651e781d64,embeddings
1,Analyste quantitatif / Modélisateur financier (H/F/X),Analyste d'affaires,skos:relatedMatch,0.536,ARBEITNOW,REMOTEOK,OCC_bd8b9e27b797,OCC_d9115408ab56,embeddings
0,Analyste d'étude informatique,Analyste quantitatif / Modélisateur financier (H/F/X),skos:relatedMatch,0.536,ROME,ARBEITNOW,OCC_5fafb471f4aa,OCC_bd8b9e27b797,embeddings
0,Concepteur / Conceptrice en architecture,Développeur / Développeuse logiciel ou d'application,skos:relatedMatch,0.536,REMOTEOK,ROME,OCC_20f53a6b090c,OCC_d6a2ea4adc66,embeddings
0,Agent de saisie de données,Architecte sécurité informatique,skos:relatedMatch,0.535,REMOTEOK,ROME,OCC_3756041ae6ec,OCC_8d1f9f4c93ee,embeddings
0,développeur de logiciels pour systèmes informatiques intégrés/développeuse de logiciels pour systèmes informatiques intégrés,Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.534,ESCO,REMOTEOK,OCC_47055aec8572,OCC_b415cabf36c7,embeddings
0,Administrateur / Administratrice de serveurs,Chef de produit - IA,skos:relatedMatch,0.534,ROME,REMOTEOK,OCC_0dfd1568b513,OCC_2e0e260cb4d7,embeddings
1,Ingénieur concepteur / Ingénieure conceptrice informatique,Ingénieur(e) logiciel (H/F/D) - Vienne | Hambourg | Francfort,skos:relatedMatch,0.533,ROME,ARBEITNOW,OCC_286d9da07b4d,OCC_b47b635dd3a8,embeddings
0,Technicien / Technicienne d'exploitation informatique,Consultant(e) BI / Spécialiste Power BI et Microsoft Fabric (H/F/D),skos:relatedMatch,0.532,ROME,ARBEITNOW,OCC_1ce0e8031f25,OCC_7f69d3fb1a62,embeddings
0,Chef de produit - IA,ingénieur intégration/ingénieure intégration,skos:relatedMatch,0.53,REMOTEOK,ESCO,OCC_2e0e260cb4d7,OCC_535421ae1e2c,embeddings
0,"Ingénieur / Ingénieure systèmes, réseaux et sécurité informatique",Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.529,ROME,REMOTEOK,OCC_6ccbe5fe0132,OCC_d8d5f3a4878b,embeddings
0,Ingénieur(e) assurance qualité (H/F/D),analyste qualité des données,skos:relatedMatch,0.528,ARBEITNOW,ESCO,OCC_498759db14be,OCC_7c028d934ec6,embeddings
0,"Architecte principal(e) Gouvernance, Risque et Conformité (GRC)",Directeur / Directrice de projets des territoires connectés,skos:relatedMatch,0.527,ARBEITNOW,ROME,OCC_27e8294e0a68,OCC_45f8e3b56a4a,embeddings
0,Architecte systèmes et réseaux,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),skos:relatedMatch,0.527,ROME,ARBEITNOW,OCC_21715cbb5d2f,OCC_3cacf2bb2b93,embeddings
0,analyste de la reprise des activités informatiques,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.526,ESCO,REMOTEOK,OCC_cbee4548194c,OCC_e2079fd4cbf9,embeddings
0,Analyste des systèmes de la chaîne d'approvisionnement,responsable de la planification de la capacité informatique,skos:relatedMatch,0.526,REMOTEOK,ESCO,OCC_8df0f1dba04b,OCC_e1b1773585de,embeddings
0,Chef / Cheffe de projet réseau fixe et mobile,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.526,ROME,REMOTEOK,OCC_734c5ae6a3df,OCC_e2079fd4cbf9,embeddings
0,analyste réponse aux incidents de sécurité,Spécialiste en saisie de données,skos:relatedMatch,0.525,ESCO,REMOTEOK,OCC_8b508c20ce1d,OCC_a196178f2449,embeddings
0,Analyste SOC (Security Operations Center),Analyste senior - Support de projet,skos:relatedMatch,0.525,ROME,REMOTEOK,OCC_7342748ca544,OCC_a55aa629a66b,embeddings
1,Ingénieur(e) en robotique / logiciel embarqué (H/F/D),Spécialiste IA embarquée,skos:relatedMatch,0.524,ARBEITNOW,ROME,OCC_1bb89a04e3bf,OCC_4ccd24ba172d,embeddings
0,responsable de l’assurance qualité informatique,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.524,ESCO,REMOTEOK,OCC_b01b8def641d,OCC_b9e95ef30857,embeddings
0,Technicien / Technicienne en cybersécurité,Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.524,ROME,REMOTEOK,OCC_7f18f2f19e2a,OCC_d8d5f3a4878b,embeddings
1,"Chef d'équipe - Planification réseau, déploiement fibre optique subventionné (H/F/D)",architecte de réseau,skos:relatedMatch,0.523,ARBEITNOW,ESCO,OCC_4d34f0a4a62c,OCC_bd1d7a63edf2,embeddings
0,Administrateur / Administratrice de site internet,Gestionnaire de compte Google Ads | Spécialisation e-commerce (H/F/D) | Frankfurt am Main,skos:relatedMatch,0.523,ROME,ARBEITNOW,OCC_53745b14cb87,OCC_941dbc8e121c,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),ingénieur en informatique en nuage/ingénieure en informatique en nuage,skos:relatedMatch,0.522,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_ff4e73f258e8,embeddings
0,responsable de l’analyse commerciale des technologies de l’information et de la communication,Gestionnaire de compte SEA/Google Ads junior | Spécialisation e-commerce (H/F/D) | Frankfurt am Main,skos:relatedMatch,0.522,ESCO,ARBEITNOW,OCC_697bbd77a746,OCC_9fb404d4f622,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),testeur de systèmes informatiques/testeuse de systèmes informatiques,skos:relatedMatch,0.522,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_b46ed0bc22d0,embeddings
0,spécialiste de l’investigation numérique,Spécialiste e-santé,skos:relatedMatch,0.522,ESCO,ROME,OCC_46b37f0135cb,OCC_7606d49145d3,embeddings
0,Chef de produit - IA,Développeur / Développeuse Frontend E-Commerce (H/F/D),skos:relatedMatch,0.521,REMOTEOK,ARBEITNOW,OCC_2e0e260cb4d7,OCC_ee0ddbbdc92c,embeddings
0,"Responsable d'ingénierie, Moteur de recherche (tous genres)",Scrum Master,skos:relatedMatch,0.521,ARBEITNOW,ROME,OCC_14a3530bfb4b,OCC_df34a0f9f6c0,embeddings
0,administrateur sécurité informatique/administratrice sécurité informatique,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.521,ESCO,REMOTEOK,OCC_a0cecf937326,OCC_b9e95ef30857,embeddings
0,auditeur des systèmes d’information/auditrice des systèmes d’information,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.521,ESCO,REMOTEOK,OCC_7d8d0e4e5d42,OCC_b9e95ef30857,embeddings
0,responsable du service d’assistance informatique,Responsable d'opérations en station météorologique,skos:relatedMatch,0.521,ESCO,ROME,OCC_127c8b092532,OCC_85f87698fcbe,embeddings
0,Product Owner - Agent Assist et User Platforms (H/F/D),Agent de saisie de données / Spécialiste en saisie de données,skos:relatedMatch,0.519,ARBEITNOW,REMOTEOK,OCC_5d343c03bfac,OCC_d8d5f3a4878b,embeddings
0,Développeur / Développeuse Frontend E-Commerce (H/F/D),Développeur / Développeuse blockchain,skos:relatedMatch,0.519,ARBEITNOW,ROME,OCC_ee0ddbbdc92c,OCC_f98f0e96ecac,embeddings
0,Assistant(e) Ressources Humaines (H/F/D) - Temps partiel 20-25 heures par semaine,Spécialiste en saisie de données - Assistant(e) administratif(ve),skos:relatedMatch,0.518,ARBEITNOW,REMOTEOK,OCC_4cf9a4c09f8b,OCC_c69fa61c1cf6,embeddings
0,Homologateur / Homologatrice fonctionnel de logiciel,Architecte de solutions IA (H/F/D),skos:relatedMatch,0.518,ROME,ARBEITNOW,OCC_21c50bd3a35a,OCC_41c17d1e8957,embeddings
0,Ingénieur / Ingénieure Cloud computing,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.518,ROME,REMOTEOK,OCC_5a5307f6b57c,OCC_e2079fd4cbf9,embeddings
0,Consultant(e) BI / Spécialiste Power BI et Microsoft Fabric (H/F/D),concepteur de logiciels/conceptrice de logiciels,skos:relatedMatch,0.517,ARBEITNOW,ESCO,OCC_7f69d3fb1a62,OCC_fa1704d164c5,embeddings
0,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),"Spécialiste outils, systèmes d'exploitation, réseaux et télécoms",skos:relatedMatch,0.517,ARBEITNOW,ROME,OCC_3cacf2bb2b93,OCC_c7ee9cba34be,embeddings
0,gestionnaire des modifications et de la configuration des TIC,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.517,ESCO,REMOTEOK,OCC_b12363d00856,OCC_b9e95ef30857,embeddings
0,Architecte IoT - Internet des Objets,Agent de saisie de données débutant - Télétravail intégral,skos:relatedMatch,0.517,ROME,REMOTEOK,OCC_afe0af7ee789,OCC_e2079fd4cbf9,embeddings
0,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),Concepteur / Conceptrice UX/UI,skos:relatedMatch,0.515,ARBEITNOW,REMOTEOK,OCC_3cacf2bb2b93,OCC_b415cabf36c7,embeddings
0,Technicien / Technicienne de piscine,Météorologue,skos:relatedMatch,0.515,REMOTEOK,ROME,OCC_1d71758bab20,OCC_1de7cfbf9d19,embeddings
0,Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular,développeur d’applications mobiles/développeuse d’applications mobiles,skos:relatedMatch,0.514,ARBEITNOW,ESCO,OCC_6065b7acaf02,OCC_60d10ff7dab8,embeddings
0,Spécialiste support,Analyste quantitatif / Modélisateur financier (H/F/X),skos:relatedMatch,0.513,ROME,ARBEITNOW,OCC_129225e67499,OCC_bd8b9e27b797,embeddings
0,Spécialiste en saisie de données - Assistant(e) administratif(ve),Responsable Ingénieur(e) IT Operations (H/F/D),skos:relatedMatch,0.512,REMOTEOK,ARBEITNOW,OCC_c69fa61c1cf6,OCC_eb475bc6322d,embeddings
1,Ingénieur / Ingénieure sécurité web,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),skos:relatedMatch,0.512,ROME,ARBEITNOW,OCC_54194a8e4af5,OCC_77117619e46e,embeddings
0,Concepteur / Conceptrice en architecture,ingénieur de réseaux informatiques/ingénieure de réseaux informatiques,skos:relatedMatch,0.512,REMOTEOK,ESCO,OCC_20f53a6b090c,OCC_6836ed031e87,embeddings
0,Technicien / Technicienne de piscine,Technicien / Technicienne réseaux informatiques et télécoms,skos:relatedMatch,0.512,REMOTEOK,ROME,OCC_1d71758bab20,OCC_940b6385dcd1,embeddings
1,Développeur / Développeuse informatique,Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular,skos:relatedMatch,0.511,ROME,ARBEITNOW,OCC_4243894cf004,OCC_6065b7acaf02,embeddings
0,Administrateur / Administratrice réseaux - télécoms,Agent administratif de saisie de données et de classement,skos:relatedMatch,0.511,ROME,REMOTEOK,OCC_8a0009547b60,OCC_b9e95ef30857,embeddings
0,Concepteur / Conceptrice en architecture,Directeur / Directrice de projets des territoires connectés,skos:relatedMatch,0.511,REMOTEOK,ROME,OCC_20f53a6b090c,OCC_45f8e3b56a4a,embeddings
0,Chef de produit - IA,Gestionnaire de parc informatique,skos:relatedMatch,0.511,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_b847e63cc092,embeddings
0,développeur de logiciels pour appareils mobiles destinés à l’industrie/développeuse de logiciels pour appareils mobiles destinés à l’industrie,Développeur / Développeuse logiciel senior (H/F/D),skos:relatedMatch,0.51,ESCO,ARBEITNOW,OCC_28d6f1c634d8,OCC_cbba626eede9,embeddings
0,Concepteur / Conceptrice en architecture,Direction Infrastructure IT (H/F/D),skos:relatedMatch,0.51,REMOTEOK,ARBEITNOW,OCC_20f53a6b090c,OCC_e8eadf46f8fb,embeddings
1,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),"Ingénieur / Ingénieure systèmes, réseaux et sécurité informatique",skos:relatedMatch,0.51,ARBEITNOW,ROME,OCC_3cacf2bb2b93,OCC_6ccbe5fe0132,embeddings
1,responsable des tests d’intégration,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D),skos:relatedMatch,0.509,ESCO,ARBEITNOW,OCC_23fda8338d1e,OCC_3cacf2bb2b93,embeddings
0,Analyste des systèmes de la chaîne d'approvisionnement,"Responsable d'ingénierie senior, Domaine Supply (tous genres)",skos:relatedMatch,0.509,REMOTEOK,ARBEITNOW,OCC_8df0f1dba04b,OCC_e2001adaaee2,embeddings
0,Concepteur / Conceptrice en architecture,ingénieur en informatique en nuage/ingénieure en informatique en nuage,skos:relatedMatch,0.509,REMOTEOK,ESCO,OCC_20f53a6b090c,OCC_ff4e73f258e8,embeddings
1,"Développeur / Développeuse logiciel Fullstack Java, Angular (H/F/D)",développeur de logiciels/développeuse de logiciels,skos:relatedMatch,0.508,ARBEITNOW,ESCO,OCC_c49207ccbbab,OCC_e57061351bc6,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),analyste de la reprise des activités informatiques,skos:relatedMatch,0.508,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_cbee4548194c,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),Architecte IoT - Internet des Objets,skos:relatedMatch,0.508,ARBEITNOW,ROME,OCC_45b81edc9b79,OCC_afe0af7ee789,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),Data engineer,skos:relatedMatch,0.507,ARBEITNOW,ROME,OCC_45b81edc9b79,OCC_903f27875082,embeddings
1,technicien informatique/technicienne informatique,Ingénieur(e) (senior) IT Operations (H/F/D),skos:relatedMatch,0.506,ESCO,ARBEITNOW,OCC_14d19ed15436,OCC_8bf3aa81e931,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),gestionnaire des modifications et de la configuration des TIC,skos:relatedMatch,0.506,ARBEITNOW,ESCO,OCC_45b81edc9b79,OCC_b12363d00856,embeddings
1,scientifique des données,Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail,skos:relatedMatch,0.505,ESCO,ARBEITNOW,OCC_7bde92a813dd,OCC_88496659bc48,embeddings
0,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D),Responsable d'opérations en station météorologique,skos:relatedMatch,0.505,ARBEITNOW,ROME,OCC_77117619e46e,OCC_85f87698fcbe,embeddings
0,Architecte IoT - Internet des Objets,Direction Infrastructure IT (H/F/D),skos:relatedMatch,0.504,ROME,ARBEITNOW,OCC_afe0af7ee789,OCC_e8eadf46f8fb,embeddings
0,Spécialiste Jumeau Numérique,Spécialiste en saisie de données,skos:relatedMatch,0.503,ROME,REMOTEOK,OCC_88068199c10c,OCC_a196178f2449,embeddings
0,Chef de produit - IA,Spécialiste IA embarquée,skos:relatedMatch,0.503,REMOTEOK,ROME,OCC_2e0e260cb4d7,OCC_4ccd24ba172d,embeddings
1,Analyste quantitatif / Modélisateur financier (H/F/X),analyste de données,skos:relatedMatch,0.502,ARBEITNOW,ESCO,OCC_bd8b9e27b797,OCC_ccd1a82716dc,embeddings
0,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich,Chef de produit - IA,skos:relatedMatch,0.502,ARBEITNOW,REMOTEOK,OCC_10dc41f6953f,OCC_2e0e260cb4d7,embeddings
0,Product builder no code,développeur de logiciels/développeuse de logiciels,skos:relatedMatch,0.502,ROME,ESCO,OCC_c5a485d17612,OCC_e57061351bc6,embeddings
0,Chef de produit - IA,Ingénieur(e) Backend fondateur (Go),skos:relatedMatch,0.501,REMOTEOK,ARBEITNOW,OCC_2e0e260cb4d7,OCC_ab046c951cca,embeddings
0,Architecte de solutions IA (H/F/D),Concepteur / Conceptrice d'interfaces,skos:relatedMatch,0.501,ARBEITNOW,REMOTEOK,OCC_41c17d1e8957,OCC_e77bc5408895,embeddings
0,spécialiste de l’investigation numérique,Spécialiste IA embarquée,skos:relatedMatch,0.501,ESCO,ROME,OCC_46b37f0135cb,OCC_4ccd24ba172d,embeddings
0,Programmeur/euse / Technicien(ne) en automatisation (H/F/D),Technicien / Technicienne Cloud,skos:relatedMatch,0.5,ARBEITNOW,ROME,OCC_45b81edc9b79,OCC_4cb0c0a25225,embeddings
