entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,notes
OCC_3ea9dcd66347,ESCO,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.558,embeddings,pending,responsable de la sécurité des TIC <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_33ca0a6e17b8,ROME,OCC_bd1d7a63edf2,ESCO,skos:relatedMatch,0.558,embeddings,pending,Ingénieur / Ingénieure systèmes et réseaux des territoires connectés <> architecte de réseau
OCC_5d343c03bfac,ARBEITNOW,OCC_c089ec2388cd,ESCO,skos:relatedMatch,0.557,embeddings,pending,Product Owner - Agent Assist et User Platforms (H/F/D) <> développeur d’interface utilisateur/développeuse d’interface utilisatrice
OCC_1fbb1e6392b6,ESCO,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.557,embeddings,pending,analyste-testeur informatique/analyste-testeuse informatique <> Analyste d'affaires
OCC_20f53a6b090c,REMOTEOK,OCC_e29ace1e3e50,ESCO,skos:relatedMatch,0.557,embeddings,pending,Concepteur / Conceptrice en architecture <> ingénieur de la connaissance/ingénieure de la connaissance
OCC_234e9bc0e4be,ROME,OCC_3ea9dcd66347,ESCO,skos:relatedMatch,0.557,embeddings,pending,Ingénieur / Ingénieure télécoms et environnement <> responsable de la sécurité des TIC
OCC_311501439fae,ARBEITNOW,OCC_e1899e09057e,ESCO,skos:relatedMatch,0.556,embeddings,pending,Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils <> configurateur d’applications/configuratrice d’applications
OCC_2088e2ac84a9,ROME,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.556,embeddings,pending,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information <> Concepteur / Conceptrice UX/UI
OCC_2e0e260cb4d7,REMOTEOK,OCC_7d00df02eb9d,ROME,skos:relatedMatch,0.556,embeddings,pending,Chef de produit - IA <> Administrateur / Administratrice de messagerie
OCC_129225e67499,ROME,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.556,embeddings,pending,Spécialiste support <> Analyste senior - Support de projet
OCC_41c17d1e8957,ARBEITNOW,OCC_89f4b0de8aeb,ESCO,skos:relatedMatch,0.555,embeddings,pending,Architecte de solutions IA (H/F/D) <> concepteur de systèmes informatiques intégrés/conceptrice de systèmes informatiques intégrés
OCC_46b37f0135cb,ESCO,OCC_5ba0f9300746,ARBEITNOW,skos:relatedMatch,0.555,embeddings,pending,spécialiste de l’investigation numérique <> Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure
OCC_1d71758bab20,REMOTEOK,OCC_f609b6bc11bf,ESCO,skos:relatedMatch,0.555,embeddings,pending,Technicien / Technicienne de piscine <> technicien de réseau informatique/technicienne de réseau informatique
OCC_13ad0dec06f6,ROME,OCC_b98e457eb404,REMOTEOK,skos:relatedMatch,0.555,embeddings,pending,Cartographe <> Dactylographe - Saisie de données
OCC_d8d5f3a4878b,REMOTEOK,OCC_ec6735d1a243,ROME,skos:relatedMatch,0.555,embeddings,pending,Agent de saisie de données / Spécialiste en saisie de données <> Ingénieur / Ingénieure en Intelligence Artificielle (IA)
OCC_20f53a6b090c,REMOTEOK,OCC_991dd4068ca0,ESCO,skos:relatedMatch,0.554,embeddings,pending,Concepteur / Conceptrice en architecture <> ingénieur en vision par ordinateur/ingénieure en vision par ordinateur
OCC_0ee16ac6947b,ESCO,OCC_9fb404d4f622,ARBEITNOW,skos:relatedMatch,0.553,embeddings,pending,spécialiste de l’optimisation des moteurs de recherche <> Gestionnaire de compte SEA/Google Ads junior | Spécialisation e-commerce (H/F/D) | Frankfurt am Main
OCC_77117619e46e,ARBEITNOW,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.553,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> Analyste senior - Support de projet
OCC_b7befaa6cd86,ROME,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.553,embeddings,pending,Expert / Experte en communication et réseaux <> Analyste d'affaires
OCC_6cb6d62106d9,ESCO,OCC_dcfbee0bf2e2,ARBEITNOW,skos:relatedMatch,0.552,embeddings,pending,administrateur de systèmes informatiques/administratrice de systèmes informatiques <> Administrateur / Administratrice Microsoft 365 (H/F/D)
OCC_10dc41f6953f,ARBEITNOW,OCC_c79207b250ca,ESCO,skos:relatedMatch,0.552,embeddings,pending,Ingénieur(e) plateforme / DevOps (H/F/D) | Startup GovTech IA | Munich <> ingénieur DevOps cloud/ingénieure DevOps cloud
OCC_3cacf2bb2b93,ARBEITNOW,OCC_7d8d0e4e5d42,ESCO,skos:relatedMatch,0.552,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> auditeur des systèmes d’information/auditrice des systèmes d’information
OCC_4243894cf004,ROME,OCC_e2001adaaee2,ARBEITNOW,skos:relatedMatch,0.552,embeddings,pending,"Développeur / Développeuse informatique <> Responsable d'ingénierie senior, Domaine Supply (tous genres)"
OCC_563c9ee7ae68,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.552,embeddings,pending,Responsable de la Sécurité des Systèmes d'Information (RSSI) <> Agent administratif de saisie de données et de classement
OCC_20f53a6b090c,REMOTEOK,OCC_311501439fae,ARBEITNOW,skos:relatedMatch,0.551,embeddings,pending,Concepteur / Conceptrice en architecture <> Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils
OCC_77117619e46e,ARBEITNOW,OCC_9f440c1548b6,ROME,skos:relatedMatch,0.551,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques
OCC_8df0f1dba04b,REMOTEOK,OCC_c44a9eaae6e7,ROME,skos:relatedMatch,0.551,embeddings,pending,Analyste des systèmes de la chaîne d'approvisionnement <> Expert / Experte systèmes et réseaux informatiques
OCC_9113c1374afd,ESCO,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.55,embeddings,pending,gestionnaire des risques en cybersécurité <> Agent de saisie de données / Spécialiste en saisie de données
OCC_aa3336017d8a,ESCO,OCC_d3df557742ce,REMOTEOK,skos:relatedMatch,0.549,embeddings,pending,administrateur de contenu web/administratrice de contenu web <> Concepteur / Conceptrice web junior
OCC_77117619e46e,ARBEITNOW,OCC_9c9233e004da,ESCO,skos:relatedMatch,0.548,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> opérateur de centre de données/opératrice de centre de données
OCC_7781415f8e03,REMOTEOK,OCC_cf9385ee6570,ARBEITNOW,skos:relatedMatch,0.547,embeddings,pending,"Jeune diplômé(e) - Data Scientist <> Ingénieur(e) logiciel confirmé(e) - Plateforme de données IA et Snowflake (H/F/D, Berlin)"
OCC_0ee16ac6947b,ESCO,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.547,embeddings,pending,spécialiste de l’optimisation des moteurs de recherche <> Agent de saisie de données / Spécialiste en saisie de données
OCC_77117619e46e,ARBEITNOW,OCC_9113c1374afd,ESCO,skos:relatedMatch,0.546,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> gestionnaire des risques en cybersécurité
OCC_61cc9ca73474,ARBEITNOW,OCC_eab9b08d024c,ROME,skos:relatedMatch,0.546,embeddings,pending,Ingénieur(e) support applicatif (H/F/D) <> Ingénieur / Ingénieure DevOps
OCC_2e0e260cb4d7,REMOTEOK,OCC_6cb6d62106d9,ESCO,skos:relatedMatch,0.546,embeddings,pending,Chef de produit - IA <> administrateur de systèmes informatiques/administratrice de systèmes informatiques
OCC_a1ea51659e23,ESCO,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.545,embeddings,pending,développeur de systèmes informatiques/développeuse de systèmes informatiques <> Concepteur / Conceptrice UX/UI
OCC_340f51445866,ESCO,OCC_5d343c03bfac,ARBEITNOW,skos:relatedMatch,0.544,embeddings,pending,concepteur d’interface utilisateur/conceptrice d’interface utilisatrice <> Product Owner - Agent Assist et User Platforms (H/F/D)
OCC_2e0e260cb4d7,REMOTEOK,OCC_e2001adaaee2,ARBEITNOW,skos:relatedMatch,0.543,embeddings,pending,"Chef de produit - IA <> Responsable d'ingénierie senior, Domaine Supply (tous genres)"
OCC_a55aa629a66b,REMOTEOK,OCC_bd8b9e27b797,ARBEITNOW,skos:relatedMatch,0.543,embeddings,pending,Analyste senior - Support de projet <> Analyste quantitatif / Modélisateur financier (H/F/X)
OCC_77117619e46e,ARBEITNOW,OCC_c9809e8b4e1d,ROME,skos:relatedMatch,0.543,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> Consultant décisionnel / Consultante décisionnelle - Business Intelligence
OCC_3756041ae6ec,REMOTEOK,OCC_5bfe9fc9c093,ESCO,skos:relatedMatch,0.543,embeddings,pending,Agent de saisie de données <> responsable de l'identité cloud
OCC_336e0a8cfc0b,ROME,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.542,embeddings,pending,Expert / Experte méthodes et qualité informatique <> Analyste senior - Support de projet
OCC_6065b7acaf02,ARBEITNOW,OCC_e57061351bc6,ESCO,skos:relatedMatch,0.541,embeddings,pending,Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular <> développeur de logiciels/développeuse de logiciels
OCC_c86e2d385aa5,ROME,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.541,embeddings,pending,Urbaniste Datacenter <> Agent de saisie de données débutant - Télétravail intégral
OCC_069c1da7cb17,ROME,OCC_c69fa61c1cf6,REMOTEOK,skos:relatedMatch,0.541,embeddings,pending,Coordinateur / Coordinatrice Maitrise d'Ouvrage Système d'Information (MOA SI) <> Spécialiste en saisie de données - Assistant(e) administratif(ve)
OCC_b47b635dd3a8,ARBEITNOW,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.54,embeddings,pending,Ingénieur(e) logiciel (H/F/D) - Vienne | Hambourg | Francfort <> concepteur de logiciels/conceptrice de logiciels
OCC_5ba0f9300746,ARBEITNOW,OCC_b7befaa6cd86,ROME,skos:relatedMatch,0.54,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> Expert / Experte en communication et réseaux
OCC_5ba0f9300746,ARBEITNOW,OCC_bd1d7a63edf2,ESCO,skos:relatedMatch,0.539,embeddings,pending,Chef d'équipe (H/F/D) Recherche et Développement - Outils et Infrastructure <> architecte de réseau
OCC_21c50bd3a35a,ROME,OCC_311501439fae,ARBEITNOW,skos:relatedMatch,0.539,embeddings,pending,Homologateur / Homologatrice fonctionnel de logiciel <> Architecte logiciel C++ (H/F/D) - Calcul de trajectoires d'outils
OCC_3e502e92822a,ESCO,OCC_45b81edc9b79,ARBEITNOW,skos:relatedMatch,0.538,embeddings,pending,testeur de logiciels/testeuse de logiciels <> Programmeur/euse / Technicien(ne) en automatisation (H/F/D)
OCC_5142d7362315,ROME,OCC_c81768051e3f,ARBEITNOW,skos:relatedMatch,0.538,embeddings,pending,Technicien / Technicienne de la météorologie <> Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein
OCC_53745b14cb87,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.538,embeddings,pending,Administrateur / Administratrice de site internet <> Agent administratif de saisie de données et de classement
OCC_b0446201413b,ESCO,OCC_eb475bc6322d,ARBEITNOW,skos:relatedMatch,0.537,embeddings,pending,ingénieur en sécurité des systèmes intégrés/ingénieure en sécurité des systèmes intégrés <> Responsable Ingénieur(e) IT Operations (H/F/D)
OCC_80660e3c36ff,ESCO,OCC_fe42133b7839,ARBEITNOW,skos:relatedMatch,0.537,embeddings,pending,ingénieur en intelligence artificielle/ingénieure en intelligence artificielle <> Ingénieur(e) senior en apprentissage automatique (H/F/*)
OCC_a55aa629a66b,REMOTEOK,OCC_c81768051e3f,ARBEITNOW,skos:relatedMatch,0.537,embeddings,pending,Analyste senior - Support de projet <> Coordinateur / Coordinatrice de projets logiciels (H/F/D) | Berlin-Mitte | Temps partiel/Temps plein
OCC_3756041ae6ec,REMOTEOK,OCC_5d343c03bfac,ARBEITNOW,skos:relatedMatch,0.537,embeddings,pending,Agent de saisie de données <> Product Owner - Agent Assist et User Platforms (H/F/D)
OCC_53745b14cb87,ROME,OCC_9fb404d4f622,ARBEITNOW,skos:relatedMatch,0.537,embeddings,pending,Administrateur / Administratrice de site internet <> Gestionnaire de compte SEA/Google Ads junior | Spécialisation e-commerce (H/F/D) | Frankfurt am Main
OCC_45b81edc9b79,ARBEITNOW,OCC_940b6385dcd1,ROME,skos:relatedMatch,0.537,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> Technicien / Technicienne réseaux informatiques et télécoms
OCC_45b81edc9b79,ARBEITNOW,OCC_da40f63e4373,ROME,skos:relatedMatch,0.537,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> Qualiticien / Qualiticienne logiciel en informatique
OCC_14a3530bfb4b,ARBEITNOW,OCC_b0651e781d64,ROME,skos:relatedMatch,0.537,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> Pentesteur / Pentesteuse"
OCC_bd8b9e27b797,ARBEITNOW,OCC_d9115408ab56,REMOTEOK,skos:relatedMatch,0.536,embeddings,pending,Analyste quantitatif / Modélisateur financier (H/F/X) <> Analyste d'affaires
OCC_5fafb471f4aa,ROME,OCC_bd8b9e27b797,ARBEITNOW,skos:relatedMatch,0.536,embeddings,pending,Analyste d'étude informatique <> Analyste quantitatif / Modélisateur financier (H/F/X)
OCC_20f53a6b090c,REMOTEOK,OCC_d6a2ea4adc66,ROME,skos:relatedMatch,0.536,embeddings,pending,Concepteur / Conceptrice en architecture <> Développeur / Développeuse logiciel ou d'application
OCC_3756041ae6ec,REMOTEOK,OCC_8d1f9f4c93ee,ROME,skos:relatedMatch,0.535,embeddings,pending,Agent de saisie de données <> Architecte sécurité informatique
OCC_47055aec8572,ESCO,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.534,embeddings,pending,développeur de logiciels pour systèmes informatiques intégrés/développeuse de logiciels pour systèmes informatiques intégrés <> Concepteur / Conceptrice UX/UI
OCC_0dfd1568b513,ROME,OCC_2e0e260cb4d7,REMOTEOK,skos:relatedMatch,0.534,embeddings,pending,Administrateur / Administratrice de serveurs <> Chef de produit - IA
OCC_286d9da07b4d,ROME,OCC_b47b635dd3a8,ARBEITNOW,skos:relatedMatch,0.533,embeddings,pending,Ingénieur concepteur / Ingénieure conceptrice informatique <> Ingénieur(e) logiciel (H/F/D) - Vienne | Hambourg | Francfort
OCC_1ce0e8031f25,ROME,OCC_7f69d3fb1a62,ARBEITNOW,skos:relatedMatch,0.532,embeddings,pending,Technicien / Technicienne d'exploitation informatique <> Consultant(e) BI / Spécialiste Power BI et Microsoft Fabric (H/F/D)
OCC_2e0e260cb4d7,REMOTEOK,OCC_535421ae1e2c,ESCO,skos:relatedMatch,0.53,embeddings,pending,Chef de produit - IA <> ingénieur intégration/ingénieure intégration
OCC_6ccbe5fe0132,ROME,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.529,embeddings,pending,"Ingénieur / Ingénieure systèmes, réseaux et sécurité informatique <> Agent de saisie de données / Spécialiste en saisie de données"
OCC_498759db14be,ARBEITNOW,OCC_7c028d934ec6,ESCO,skos:relatedMatch,0.528,embeddings,pending,Ingénieur(e) assurance qualité (H/F/D) <> analyste qualité des données
OCC_27e8294e0a68,ARBEITNOW,OCC_45f8e3b56a4a,ROME,skos:relatedMatch,0.527,embeddings,pending,"Architecte principal(e) Gouvernance, Risque et Conformité (GRC) <> Directeur / Directrice de projets des territoires connectés"
OCC_21715cbb5d2f,ROME,OCC_3cacf2bb2b93,ARBEITNOW,skos:relatedMatch,0.527,embeddings,pending,Architecte systèmes et réseaux <> Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D)
OCC_cbee4548194c,ESCO,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.526,embeddings,pending,analyste de la reprise des activités informatiques <> Agent de saisie de données débutant - Télétravail intégral
OCC_8df0f1dba04b,REMOTEOK,OCC_e1b1773585de,ESCO,skos:relatedMatch,0.526,embeddings,pending,Analyste des systèmes de la chaîne d'approvisionnement <> responsable de la planification de la capacité informatique
OCC_734c5ae6a3df,ROME,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.526,embeddings,pending,Chef / Cheffe de projet réseau fixe et mobile <> Agent de saisie de données débutant - Télétravail intégral
OCC_8b508c20ce1d,ESCO,OCC_a196178f2449,REMOTEOK,skos:relatedMatch,0.525,embeddings,pending,analyste réponse aux incidents de sécurité <> Spécialiste en saisie de données
OCC_7342748ca544,ROME,OCC_a55aa629a66b,REMOTEOK,skos:relatedMatch,0.525,embeddings,pending,Analyste SOC (Security Operations Center) <> Analyste senior - Support de projet
OCC_1bb89a04e3bf,ARBEITNOW,OCC_4ccd24ba172d,ROME,skos:relatedMatch,0.524,embeddings,pending,Ingénieur(e) en robotique / logiciel embarqué (H/F/D) <> Spécialiste IA embarquée
OCC_b01b8def641d,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.524,embeddings,pending,responsable de l’assurance qualité informatique <> Agent administratif de saisie de données et de classement
OCC_7f18f2f19e2a,ROME,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.524,embeddings,pending,Technicien / Technicienne en cybersécurité <> Agent de saisie de données / Spécialiste en saisie de données
OCC_4d34f0a4a62c,ARBEITNOW,OCC_bd1d7a63edf2,ESCO,skos:relatedMatch,0.523,embeddings,pending,"Chef d'équipe - Planification réseau, déploiement fibre optique subventionné (H/F/D) <> architecte de réseau"
OCC_53745b14cb87,ROME,OCC_941dbc8e121c,ARBEITNOW,skos:relatedMatch,0.523,embeddings,pending,Administrateur / Administratrice de site internet <> Gestionnaire de compte Google Ads | Spécialisation e-commerce (H/F/D) | Frankfurt am Main
OCC_45b81edc9b79,ARBEITNOW,OCC_ff4e73f258e8,ESCO,skos:relatedMatch,0.522,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> ingénieur en informatique en nuage/ingénieure en informatique en nuage
OCC_697bbd77a746,ESCO,OCC_9fb404d4f622,ARBEITNOW,skos:relatedMatch,0.522,embeddings,pending,responsable de l’analyse commerciale des technologies de l’information et de la communication <> Gestionnaire de compte SEA/Google Ads junior | Spécialisation e-commerce (H/F/D) | Frankfurt am Main
OCC_45b81edc9b79,ARBEITNOW,OCC_b46ed0bc22d0,ESCO,skos:relatedMatch,0.522,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> testeur de systèmes informatiques/testeuse de systèmes informatiques
OCC_46b37f0135cb,ESCO,OCC_7606d49145d3,ROME,skos:relatedMatch,0.522,embeddings,pending,spécialiste de l’investigation numérique <> Spécialiste e-santé
OCC_2e0e260cb4d7,REMOTEOK,OCC_ee0ddbbdc92c,ARBEITNOW,skos:relatedMatch,0.521,embeddings,pending,Chef de produit - IA <> Développeur / Développeuse Frontend E-Commerce (H/F/D)
OCC_14a3530bfb4b,ARBEITNOW,OCC_df34a0f9f6c0,ROME,skos:relatedMatch,0.521,embeddings,pending,"Responsable d'ingénierie, Moteur de recherche (tous genres) <> Scrum Master"
OCC_a0cecf937326,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.521,embeddings,pending,administrateur sécurité informatique/administratrice sécurité informatique <> Agent administratif de saisie de données et de classement
OCC_7d8d0e4e5d42,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.521,embeddings,pending,auditeur des systèmes d’information/auditrice des systèmes d’information <> Agent administratif de saisie de données et de classement
OCC_127c8b092532,ESCO,OCC_85f87698fcbe,ROME,skos:relatedMatch,0.521,embeddings,pending,responsable du service d’assistance informatique <> Responsable d'opérations en station météorologique
OCC_5d343c03bfac,ARBEITNOW,OCC_d8d5f3a4878b,REMOTEOK,skos:relatedMatch,0.519,embeddings,pending,Product Owner - Agent Assist et User Platforms (H/F/D) <> Agent de saisie de données / Spécialiste en saisie de données
OCC_ee0ddbbdc92c,ARBEITNOW,OCC_f98f0e96ecac,ROME,skos:relatedMatch,0.519,embeddings,pending,Développeur / Développeuse Frontend E-Commerce (H/F/D) <> Développeur / Développeuse blockchain
OCC_4cf9a4c09f8b,ARBEITNOW,OCC_c69fa61c1cf6,REMOTEOK,skos:relatedMatch,0.518,embeddings,pending,Assistant(e) Ressources Humaines (H/F/D) - Temps partiel 20-25 heures par semaine <> Spécialiste en saisie de données - Assistant(e) administratif(ve)
OCC_21c50bd3a35a,ROME,OCC_41c17d1e8957,ARBEITNOW,skos:relatedMatch,0.518,embeddings,pending,Homologateur / Homologatrice fonctionnel de logiciel <> Architecte de solutions IA (H/F/D)
OCC_5a5307f6b57c,ROME,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.518,embeddings,pending,Ingénieur / Ingénieure Cloud computing <> Agent de saisie de données débutant - Télétravail intégral
OCC_7f69d3fb1a62,ARBEITNOW,OCC_fa1704d164c5,ESCO,skos:relatedMatch,0.517,embeddings,pending,Consultant(e) BI / Spécialiste Power BI et Microsoft Fabric (H/F/D) <> concepteur de logiciels/conceptrice de logiciels
OCC_3cacf2bb2b93,ARBEITNOW,OCC_c7ee9cba34be,ROME,skos:relatedMatch,0.517,embeddings,pending,"Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Spécialiste outils, systèmes d'exploitation, réseaux et télécoms"
OCC_b12363d00856,ESCO,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.517,embeddings,pending,gestionnaire des modifications et de la configuration des TIC <> Agent administratif de saisie de données et de classement
OCC_afe0af7ee789,ROME,OCC_e2079fd4cbf9,REMOTEOK,skos:relatedMatch,0.517,embeddings,pending,Architecte IoT - Internet des Objets <> Agent de saisie de données débutant - Télétravail intégral
OCC_3cacf2bb2b93,ARBEITNOW,OCC_b415cabf36c7,REMOTEOK,skos:relatedMatch,0.515,embeddings,pending,Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Concepteur / Conceptrice UX/UI
OCC_1d71758bab20,REMOTEOK,OCC_1de7cfbf9d19,ROME,skos:relatedMatch,0.515,embeddings,pending,Technicien / Technicienne de piscine <> Météorologue
OCC_6065b7acaf02,ARBEITNOW,OCC_60d10ff7dab8,ESCO,skos:relatedMatch,0.514,embeddings,pending,Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular <> développeur d’applications mobiles/développeuse d’applications mobiles
OCC_129225e67499,ROME,OCC_bd8b9e27b797,ARBEITNOW,skos:relatedMatch,0.513,embeddings,pending,Spécialiste support <> Analyste quantitatif / Modélisateur financier (H/F/X)
OCC_c69fa61c1cf6,REMOTEOK,OCC_eb475bc6322d,ARBEITNOW,skos:relatedMatch,0.512,embeddings,pending,Spécialiste en saisie de données - Assistant(e) administratif(ve) <> Responsable Ingénieur(e) IT Operations (H/F/D)
OCC_54194a8e4af5,ROME,OCC_77117619e46e,ARBEITNOW,skos:relatedMatch,0.512,embeddings,pending,Ingénieur / Ingénieure sécurité web <> Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D)
OCC_20f53a6b090c,REMOTEOK,OCC_6836ed031e87,ESCO,skos:relatedMatch,0.512,embeddings,pending,Concepteur / Conceptrice en architecture <> ingénieur de réseaux informatiques/ingénieure de réseaux informatiques
OCC_1d71758bab20,REMOTEOK,OCC_940b6385dcd1,ROME,skos:relatedMatch,0.512,embeddings,pending,Technicien / Technicienne de piscine <> Technicien / Technicienne réseaux informatiques et télécoms
OCC_4243894cf004,ROME,OCC_6065b7acaf02,ARBEITNOW,skos:relatedMatch,0.511,embeddings,pending,Développeur / Développeuse informatique <> Développeur / Développeuse logiciel (H/F/D) - Spécialisation Angular
OCC_8a0009547b60,ROME,OCC_b9e95ef30857,REMOTEOK,skos:relatedMatch,0.511,embeddings,pending,Administrateur / Administratrice réseaux - télécoms <> Agent administratif de saisie de données et de classement
OCC_20f53a6b090c,REMOTEOK,OCC_45f8e3b56a4a,ROME,skos:relatedMatch,0.511,embeddings,pending,Concepteur / Conceptrice en architecture <> Directeur / Directrice de projets des territoires connectés
OCC_2e0e260cb4d7,REMOTEOK,OCC_b847e63cc092,ROME,skos:relatedMatch,0.511,embeddings,pending,Chef de produit - IA <> Gestionnaire de parc informatique
OCC_28d6f1c634d8,ESCO,OCC_cbba626eede9,ARBEITNOW,skos:relatedMatch,0.51,embeddings,pending,développeur de logiciels pour appareils mobiles destinés à l’industrie/développeuse de logiciels pour appareils mobiles destinés à l’industrie <> Développeur / Développeuse logiciel senior (H/F/D)
OCC_20f53a6b090c,REMOTEOK,OCC_e8eadf46f8fb,ARBEITNOW,skos:relatedMatch,0.51,embeddings,pending,Concepteur / Conceptrice en architecture <> Direction Infrastructure IT (H/F/D)
OCC_3cacf2bb2b93,ARBEITNOW,OCC_6ccbe5fe0132,ROME,skos:relatedMatch,0.51,embeddings,pending,"Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D) <> Ingénieur / Ingénieure systèmes, réseaux et sécurité informatique"
OCC_23fda8338d1e,ESCO,OCC_3cacf2bb2b93,ARBEITNOW,skos:relatedMatch,0.509,embeddings,pending,responsable des tests d’intégration <> Informaticien(ne) spécialisé(e) en intégration de systèmes (H/F/D)
OCC_8df0f1dba04b,REMOTEOK,OCC_e2001adaaee2,ARBEITNOW,skos:relatedMatch,0.509,embeddings,pending,"Analyste des systèmes de la chaîne d'approvisionnement <> Responsable d'ingénierie senior, Domaine Supply (tous genres)"
OCC_20f53a6b090c,REMOTEOK,OCC_ff4e73f258e8,ESCO,skos:relatedMatch,0.509,embeddings,pending,Concepteur / Conceptrice en architecture <> ingénieur en informatique en nuage/ingénieure en informatique en nuage
OCC_c49207ccbbab,ARBEITNOW,OCC_e57061351bc6,ESCO,skos:relatedMatch,0.508,embeddings,pending,"Développeur / Développeuse logiciel Fullstack Java, Angular (H/F/D) <> développeur de logiciels/développeuse de logiciels"
OCC_45b81edc9b79,ARBEITNOW,OCC_cbee4548194c,ESCO,skos:relatedMatch,0.508,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> analyste de la reprise des activités informatiques
OCC_45b81edc9b79,ARBEITNOW,OCC_afe0af7ee789,ROME,skos:relatedMatch,0.508,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> Architecte IoT - Internet des Objets
OCC_45b81edc9b79,ARBEITNOW,OCC_903f27875082,ROME,skos:relatedMatch,0.507,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> Data engineer
OCC_14d19ed15436,ESCO,OCC_8bf3aa81e931,ARBEITNOW,skos:relatedMatch,0.506,embeddings,pending,technicien informatique/technicienne informatique <> Ingénieur(e) (senior) IT Operations (H/F/D)
OCC_45b81edc9b79,ARBEITNOW,OCC_b12363d00856,ESCO,skos:relatedMatch,0.506,embeddings,pending,Programmeur/euse / Technicien(ne) en automatisation (H/F/D) <> gestionnaire des modifications et de la configuration des TIC
OCC_7bde92a813dd,ESCO,OCC_88496659bc48,ARBEITNOW,skos:relatedMatch,0.505,embeddings,pending,scientifique des données <> Ingénieur(e) logiciel senior / Ingénieur(e) ML (H/F/X) - Secteur de l'éducation / Télétravail
OCC_77117619e46e,ARBEITNOW,OCC_85f87698fcbe,ROME,skos:relatedMatch,0.505,embeddings,pending,Consultant(e) SOC (Centre des opérations de sécurité) (H/F/D) <> Responsable d'opérations en station météorologique
