entity_id_a,source_a,entity_id_b,source_b,relation,confidence,method,validated,merge,notes
SKL_e6e9a052be8d,CSO,SKL_a37891aa2dc1,ROME,skos:relatedMatch,0.51,embed:0.51,auto,,web engineering <> Ingénieur diplômé de l'école supérieure d'ingénieurs de Rennes de l'université de Rennes spécialité technologies de l'information pour la santé
SKL_1b75528c33a5,CSO,SKL_a37891aa2dc1,ROME,skos:relatedMatch,0.5097,embed:0.51,auto,,communication networks <> Ingénieur diplômé de l'école supérieure d'ingénieurs de Rennes de l'université de Rennes spécialité technologies de l'information pour la santé
SKL_25992270398f,CSO,SKL_a37891aa2dc1,ROME,skos:relatedMatch,0.5077,embed:0.51,auto,,expert systems <> Ingénieur diplômé de l'école supérieure d'ingénieurs de Rennes de l'université de Rennes spécialité technologies de l'information pour la santé
SKL_e842a9f09eab,CSO,SKL_702ec73d544e,ROME,skos:relatedMatch,0.5915,embed:0.59,auto,,computer applications <> Ingénieur diplômé de l'institut national universitaire Jean-François Champollion spécialité informatique pour la santé
SKL_7a5414d96413,CSO,SKL_702ec73d544e,ROME,skos:relatedMatch,0.5725,embed:0.57,auto,,user-computer interface <> Ingénieur diplômé de l'institut national universitaire Jean-François Champollion spécialité informatique pour la santé
SKL_7dae86013cde,CSO,SKL_702ec73d544e,ROME,skos:relatedMatch,0.5476,embed:0.55,auto,,information security <> Ingénieur diplômé de l'institut national universitaire Jean-François Champollion spécialité informatique pour la santé
SKL_236b2ef8eea7,CSO,SKL_702ec73d544e,ROME,skos:relatedMatch,0.5455,embed:0.55,auto,,computer security <> Ingénieur diplômé de l'institut national universitaire Jean-François Champollion spécialité informatique pour la santé
SKL_9fa2101793db,CSO,SKL_702ec73d544e,ROME,skos:relatedMatch,0.5437,embed:0.54,auto,,computer interfaces <> Ingénieur diplômé de l'institut national universitaire Jean-François Champollion spécialité informatique pour la santé
SKL_76516004bdfa,CSO,SKL_6815034acc10,ROME,skos:relatedMatch,0.5364,embed:0.54,auto,,telecommunication links <> Ingénieur diplômé de Télécom physique Strasbourg de l'université de Strasbourg spécialité technologies de l'information pour la santé
SKL_03b7511cb1dc,CSO,SKL_6815034acc10,ROME,skos:relatedMatch,0.5212,embed:0.52,auto,,wireless communications <> Ingénieur diplômé de Télécom physique Strasbourg de l'université de Strasbourg spécialité technologies de l'information pour la santé
SKL_e842a9f09eab,CSO,SKL_6815034acc10,ROME,skos:relatedMatch,0.5119,embed:0.51,auto,,computer applications <> Ingénieur diplômé de Télécom physique Strasbourg de l'université de Strasbourg spécialité technologies de l'information pour la santé
SKL_1b75528c33a5,CSO,SKL_6815034acc10,ROME,skos:relatedMatch,0.5056,embed:0.51,auto,,communication networks <> Ingénieur diplômé de Télécom physique Strasbourg de l'université de Strasbourg spécialité technologies de l'information pour la santé
SKL_7b14dcce4d35,CSO,SKL_6815034acc10,ROME,skos:relatedMatch,0.5018,embed:0.50,auto,,computer networks <> Ingénieur diplômé de Télécom physique Strasbourg de l'université de Strasbourg spécialité technologies de l'information pour la santé
SKL_11578c4b7db5,CSO,SKL_8abf1c8615e9,ROME,skos:relatedMatch,0.5352,embed:0.54,auto,,computer science education <> Master mention sciences et numérique pour la santé
SKL_5538368b2de5,CSO,SKL_293bdbc0fe39,ROME,skos:relatedMatch,0.6076,embed:0.61,auto,,collaborative work <> Organiser des réunions de coordination avec les clients et les équipes
SKL_f2cec07a676d,CSO,SKL_293bdbc0fe39,ROME,skos:relatedMatch,0.5992,embed:0.60,auto,,self-managing <> Organiser des réunions de coordination avec les clients et les équipes
SKL_d57ebf30c328,CSO,SKL_293bdbc0fe39,ROME,skos:relatedMatch,0.5795,embed:0.58,auto,,memory management <> Organiser des réunions de coordination avec les clients et les équipes
SKL_c8058ec309fa,CSO,SKL_293bdbc0fe39,ROME,skos:relatedMatch,0.5741,embed:0.57,auto,,communicating sequential process <> Organiser des réunions de coordination avec les clients et les équipes
SKL_15e0de6d486f,CSO,SKL_293bdbc0fe39,ROME,skos:relatedMatch,0.574,embed:0.57,auto,,customer relationship management systems <> Organiser des réunions de coordination avec les clients et les équipes
SKL_8da6ff3dbc3a,CSO,SKL_5d41b19662b4,ROME,skos:relatedMatch,0.6429,embed:0.64,auto,,requirements engineering <> Assurer la conformité des projets aux exigences légales
SKL_a7dd5f9aa033,CSO,SKL_5d41b19662b4,ROME,skos:relatedMatch,0.6203,embed:0.62,auto,,security requirements <> Assurer la conformité des projets aux exigences légales
SKL_030daa0373b0,CSO,SKL_5d41b19662b4,ROME,skos:relatedMatch,0.5943,embed:0.59,auto,,conformance testing <> Assurer la conformité des projets aux exigences légales
SKL_45275843d218,CSO,SKL_5d41b19662b4,ROME,skos:relatedMatch,0.5622,embed:0.56,auto,,software reliability <> Assurer la conformité des projets aux exigences légales
SKL_a480e486cdc2,CSO,SKL_5d41b19662b4,ROME,skos:relatedMatch,0.538,embed:0.54,auto,,formal specification <> Assurer la conformité des projets aux exigences légales
SKL_ba1ba6c7a363,CSO,SKL_eff9b9af5a44,ROME,skos:relatedMatch,0.6065,embed:0.61,auto,,computer software maintenance <> Optimiser les processus de développement et de maintenance pour réduire les coûts
SKL_f5befd850541,CSO,SKL_eff9b9af5a44,ROME,skos:relatedMatch,0.5952,embed:0.60,auto,,software design <> Optimiser les processus de développement et de maintenance pour réduire les coûts
SKL_1d1218d0bd5f,CSO,SKL_eff9b9af5a44,ROME,skos:relatedMatch,0.5699,embed:0.57,auto,,systems integration <> Optimiser les processus de développement et de maintenance pour réduire les coûts
SKL_3b30efb929a1,CSO,SKL_eff9b9af5a44,ROME,skos:relatedMatch,0.5695,embed:0.57,auto,,open source software <> Optimiser les processus de développement et de maintenance pour réduire les coûts
SKL_5983563678c8,CSO,SKL_eff9b9af5a44,ROME,skos:relatedMatch,0.5687,embed:0.57,auto,,constraint programming <> Optimiser les processus de développement et de maintenance pour réduire les coûts
SKL_c8058ec309fa,CSO,SKL_b2c66e5fc270,ROME,skos:relatedMatch,0.6396,embed:0.64,auto,,communicating sequential process <> Gérer les communications entre les parties prenantes du projet
SKL_674d709a02c2,CSO,SKL_b2c66e5fc270,ROME,skos:relatedMatch,0.6138,embed:0.61,auto,,dialogue management <> Gérer les communications entre les parties prenantes du projet
SKL_01afbe61c7af,CSO,SKL_b2c66e5fc270,ROME,skos:relatedMatch,0.5895,embed:0.59,auto,,communication aids for disabled <> Gérer les communications entre les parties prenantes du projet
SKL_b5ac537280e1,CSO,SKL_b2c66e5fc270,ROME,skos:relatedMatch,0.5868,embed:0.59,auto,,information flow control <> Gérer les communications entre les parties prenantes du projet
SKL_1b75528c33a5,CSO,SKL_b2c66e5fc270,ROME,skos:relatedMatch,0.5854,embed:0.59,auto,,communication networks <> Gérer les communications entre les parties prenantes du projet
SKL_6bb7a16a1cee,CSO,SKL_76a2a27d744d,ROME,skos:relatedMatch,0.5946,embed:0.59,auto,,planning algorithms <> Surveiller l'avancement des projets et ajuster les plans si nécessaire
SKL_8da6ff3dbc3a,CSO,SKL_76a2a27d744d,ROME,skos:relatedMatch,0.5912,embed:0.59,auto,,requirements engineering <> Surveiller l'avancement des projets et ajuster les plans si nécessaire
SKL_f2cec07a676d,CSO,SKL_76a2a27d744d,ROME,skos:relatedMatch,0.5886,embed:0.59,auto,,self-managing <> Surveiller l'avancement des projets et ajuster les plans si nécessaire
SKL_6872b4a24ed5,CSO,SKL_76a2a27d744d,ROME,skos:relatedMatch,0.5775,embed:0.58,auto,,checkpointing <> Surveiller l'avancement des projets et ajuster les plans si nécessaire
SKL_c5319860786f,CSO,SKL_76a2a27d744d,ROME,skos:relatedMatch,0.5755,embed:0.58,auto,,bug-fixing <> Surveiller l'avancement des projets et ajuster les plans si nécessaire
SKL_8da6ff3dbc3a,CSO,SKL_30f8068f4352,ROME,skos:relatedMatch,0.6065,embed:0.61,auto,,requirements engineering <> Négocier avec les fournisseurs pour les aspects techniques du projet
SKL_dd342fb022fb,CSO,SKL_30f8068f4352,ROME,skos:relatedMatch,0.5664,embed:0.57,auto,,self-configuring <> Négocier avec les fournisseurs pour les aspects techniques du projet
SKL_a02e1f1e0e9a,CSO,SKL_30f8068f4352,ROME,skos:relatedMatch,0.561,embed:0.56,auto,,software pipelining <> Négocier avec les fournisseurs pour les aspects techniques du projet
SKL_c8058ec309fa,CSO,SKL_30f8068f4352,ROME,skos:relatedMatch,0.5545,embed:0.55,auto,,communicating sequential process <> Négocier avec les fournisseurs pour les aspects techniques du projet
SKL_5538368b2de5,CSO,SKL_30f8068f4352,ROME,skos:relatedMatch,0.5536,embed:0.55,auto,,collaborative work <> Négocier avec les fournisseurs pour les aspects techniques du projet
SKL_685c45625525,CSO,SKL_d513b44d83a7,ROME,skos:relatedMatch,0.653,embed:0.65,auto,,system under test <> Evaluer l'impact des nouveaux systèmes sur les opérations courantes
SKL_a70383873e19,CSO,SKL_d513b44d83a7,ROME,skos:relatedMatch,0.6424,embed:0.64,auto,,system testing <> Evaluer l'impact des nouveaux systèmes sur les opérations courantes
SKL_1d1218d0bd5f,CSO,SKL_d513b44d83a7,ROME,skos:relatedMatch,0.6415,embed:0.64,auto,,systems integration <> Evaluer l'impact des nouveaux systèmes sur les opérations courantes
SKL_2bb92322e4c3,CSO,SKL_d513b44d83a7,ROME,skos:relatedMatch,0.602,embed:0.60,auto,,process mining <> Evaluer l'impact des nouveaux systèmes sur les opérations courantes
SKL_fa89fcacda5e,CSO,SKL_d513b44d83a7,ROME,skos:relatedMatch,0.5951,embed:0.60,auto,,system theory <> Evaluer l'impact des nouveaux systèmes sur les opérations courantes
SKL_7dae86013cde,CSO,SKL_f716d17e24e0,ROME,skos:relatedMatch,0.6707,embed:0.67,auto,,information security <> Assurance qualité des systèmes d'information
SKL_84a6306f0b67,CSO,SKL_f716d17e24e0,ROME,skos:relatedMatch,0.628,embed:0.63,auto,,security of data <> Assurance qualité des systèmes d'information
SKL_200892094ffe,CSO,SKL_f716d17e24e0,ROME,skos:relatedMatch,0.6185,embed:0.62,auto,,security systems <> Assurance qualité des systèmes d'information
SKL_f60e1b961c04,CSO,SKL_f716d17e24e0,ROME,skos:relatedMatch,0.6094,embed:0.61,auto,,information retrieval systems <> Assurance qualité des systèmes d'information
SKL_2bb92322e4c3,CSO,SKL_d4b6adf9e736,ROME,skos:relatedMatch,0.682,embed:0.68,auto,,process mining <> Optimisation des processus d'affaires
SKL_a02e1f1e0e9a,CSO,SKL_d4b6adf9e736,ROME,skos:relatedMatch,0.6172,embed:0.62,auto,,software pipelining <> Optimisation des processus d'affaires
SKL_1d1218d0bd5f,CSO,SKL_d4b6adf9e736,ROME,skos:relatedMatch,0.6167,embed:0.62,auto,,systems integration <> Optimisation des processus d'affaires
SKL_304ab1c7be45,CSO,SKL_d4b6adf9e736,ROME,skos:relatedMatch,0.6162,embed:0.62,auto,,process engineering <> Optimisation des processus d'affaires
SKL_780f7158e569,CSO,SKL_d4b6adf9e736,ROME,skos:relatedMatch,0.6089,embed:0.61,auto,,parallel and distributed processing <> Optimisation des processus d'affaires
SKL_8ceca79fec52,CSO,SKL_af1568ec655d,ROME,skos:relatedMatch,0.5822,embed:0.58,auto,,security and privacy <> Suivre les évolutions juridiques du marché en termes de sécurité informatique afin de garantir la conformité du SI au droit individuel et collectif
SKL_602c7c111214,CSO,SKL_af1568ec655d,ROME,skos:relatedMatch,0.5693,embed:0.57,auto,,privacy and security <> Suivre les évolutions juridiques du marché en termes de sécurité informatique afin de garantir la conformité du SI au droit individuel et collectif
SKL_84a6306f0b67,CSO,SKL_af1568ec655d,ROME,skos:relatedMatch,0.5649,embed:0.56,auto,,security of data <> Suivre les évolutions juridiques du marché en termes de sécurité informatique afin de garantir la conformité du SI au droit individuel et collectif
SKL_7dae86013cde,CSO,SKL_af1568ec655d,ROME,skos:relatedMatch,0.5549,embed:0.55,auto,,information security <> Suivre les évolutions juridiques du marché en termes de sécurité informatique afin de garantir la conformité du SI au droit individuel et collectif
SKL_e0e9b3e54922,CSO,SKL_af1568ec655d,ROME,skos:relatedMatch,0.5461,embed:0.55,auto,,security issues <> Suivre les évolutions juridiques du marché en termes de sécurité informatique afin de garantir la conformité du SI au droit individuel et collectif
SKL_a7dd5f9aa033,CSO,SKL_cbe3a4d5b3cb,ROME,skos:relatedMatch,0.6198,embed:0.62,auto,,security requirements <> Respecter les normes de sécurité informatique dans l'assistance
SKL_40636d23082e,CSO,SKL_cbe3a4d5b3cb,ROME,skos:relatedMatch,0.6175,embed:0.62,auto,,authentication <> Respecter les normes de sécurité informatique dans l'assistance
SKL_7dae86013cde,CSO,SKL_cbe3a4d5b3cb,ROME,skos:relatedMatch,0.6088,embed:0.61,auto,,information security <> Respecter les normes de sécurité informatique dans l'assistance
SKL_236b2ef8eea7,CSO,SKL_cbe3a4d5b3cb,ROME,skos:relatedMatch,0.6063,embed:0.61,auto,,computer security <> Respecter les normes de sécurité informatique dans l'assistance
SKL_84a6306f0b67,CSO,SKL_cbe3a4d5b3cb,ROME,skos:relatedMatch,0.6028,embed:0.60,auto,,security of data <> Respecter les normes de sécurité informatique dans l'assistance
SKL_84a6306f0b67,CSO,SKL_e7537f56e121,ROME,skos:relatedMatch,0.6666,embed:0.67,auto,,security of data <> Documenter les procédures de sécurité
SKL_8ceca79fec52,CSO,SKL_e7537f56e121,ROME,skos:relatedMatch,0.6309,embed:0.63,auto,,security and privacy <> Documenter les procédures de sécurité
SKL_7ac1d9722bca,CSO,SKL_e7537f56e121,ROME,skos:relatedMatch,0.6283,embed:0.63,auto,,security policy <> Documenter les procédures de sécurité
SKL_0c9696882281,CSO,SKL_e7537f56e121,ROME,skos:relatedMatch,0.6283,embed:0.63,auto,,computer operating procedures <> Documenter les procédures de sécurité
SKL_200892094ffe,CSO,SKL_a48140c00e93,ROME,skos:relatedMatch,0.6159,embed:0.62,auto,,security systems <> Optimiser les processus de sécurité pour réduire les coûts
SKL_84a6306f0b67,CSO,SKL_a48140c00e93,ROME,skos:relatedMatch,0.6128,embed:0.61,auto,,security of data <> Optimiser les processus de sécurité pour réduire les coûts
SKL_236b2ef8eea7,CSO,SKL_a48140c00e93,ROME,skos:relatedMatch,0.604,embed:0.60,auto,,computer security <> Optimiser les processus de sécurité pour réduire les coûts
SKL_db7cf5692b4d,CSO,SKL_a48140c00e93,ROME,skos:relatedMatch,0.6011,embed:0.60,auto,,security protocols <> Optimiser les processus de sécurité pour réduire les coûts
SKL_2bb92322e4c3,CSO,SKL_a48140c00e93,ROME,skos:relatedMatch,0.5945,embed:0.59,auto,,process mining <> Optimiser les processus de sécurité pour réduire les coûts
SKL_d6e70ddb3e44,CSO,SKL_9e7b9c6d20bf,ROME,skos:relatedMatch,0.6501,embed:0.65,auto,,security challenges <> Evaluer l'impact des nouvelles technologies sur la sécurité
SKL_84a6306f0b67,CSO,SKL_9e7b9c6d20bf,ROME,skos:relatedMatch,0.6282,embed:0.63,auto,,security of data <> Evaluer l'impact des nouvelles technologies sur la sécurité
SKL_236b2ef8eea7,CSO,SKL_9e7b9c6d20bf,ROME,skos:relatedMatch,0.6251,embed:0.63,auto,,computer security <> Evaluer l'impact des nouvelles technologies sur la sécurité
SKL_8ceca79fec52,CSO,SKL_9e7b9c6d20bf,ROME,skos:relatedMatch,0.6239,embed:0.62,auto,,security and privacy <> Evaluer l'impact des nouvelles technologies sur la sécurité
SKL_200892094ffe,CSO,SKL_9e7b9c6d20bf,ROME,skos:relatedMatch,0.6167,embed:0.62,auto,,security systems <> Evaluer l'impact des nouvelles technologies sur la sécurité
SKL_030daa0373b0,CSO,SKL_80c0fddc5a35,ROME,skos:relatedMatch,0.6844,embed:0.68,auto,,conformance testing <> Assurer la conformité réglementaire en matière de sécurité
SKL_84a6306f0b67,CSO,SKL_80c0fddc5a35,ROME,skos:relatedMatch,0.6534,embed:0.65,auto,,security of data <> Assurer la conformité réglementaire en matière de sécurité
SKL_200892094ffe,CSO,SKL_80c0fddc5a35,ROME,skos:relatedMatch,0.6138,embed:0.61,auto,,security systems <> Assurer la conformité réglementaire en matière de sécurité
SKL_d6e70ddb3e44,CSO,SKL_80c0fddc5a35,ROME,skos:relatedMatch,0.6119,embed:0.61,auto,,security challenges <> Assurer la conformité réglementaire en matière de sécurité
SKL_d6e70ddb3e44,CSO,SKL_41c37b46f9c9,ROME,skos:relatedMatch,0.6266,embed:0.63,auto,,security challenges <> Mener des recherches sur les menaces émergentes
SKL_23c482b0af47,CSO,SKL_41c37b46f9c9,ROME,skos:relatedMatch,0.5756,embed:0.58,auto,,engineering research <> Mener des recherches sur les menaces émergentes
SKL_e8bc3c90550e,CSO,SKL_41c37b46f9c9,ROME,skos:relatedMatch,0.5656,embed:0.57,auto,,knowledge discovery <> Mener des recherches sur les menaces émergentes
SKL_fd89a06cee45,CSO,SKL_41c37b46f9c9,ROME,skos:relatedMatch,0.5591,embed:0.56,auto,,active learning <> Mener des recherches sur les menaces émergentes
SKL_60233ea3b693,CSO,SKL_41c37b46f9c9,ROME,skos:relatedMatch,0.5576,embed:0.56,auto,,cybersecurity vulnerabilities <> Mener des recherches sur les menaces émergentes
SKL_76f50cbe3d5c,CSO,SKL_d1e2b912b7a9,ROME,skos:relatedMatch,0.6922,embed:0.69,auto,,malware analysis <> Analyse de la vulnérabilité des systèmes informatiques
SKL_236b2ef8eea7,CSO,SKL_d1e2b912b7a9,ROME,skos:relatedMatch,0.6755,embed:0.68,auto,,computer security <> Analyse de la vulnérabilité des systèmes informatiques
SKL_7dae86013cde,CSO,SKL_d1e2b912b7a9,ROME,skos:relatedMatch,0.675,embed:0.68,auto,,information security <> Analyse de la vulnérabilité des systèmes informatiques
SKL_45275843d218,CSO,SKL_d1e2b912b7a9,ROME,skos:relatedMatch,0.661,embed:0.66,auto,,software reliability <> Analyse de la vulnérabilité des systèmes informatiques
SKL_60233ea3b693,CSO,SKL_d1e2b912b7a9,ROME,skos:relatedMatch,0.6561,embed:0.66,auto,,cybersecurity vulnerabilities <> Analyse de la vulnérabilité des systèmes informatiques
SKL_1d1218d0bd5f,CSO,SKL_a6b83e613f9e,ROME,skos:closeMatch,0.7057,embed:0.71,auto,,systems integration <> Intégration de systèmes de détection d'intrusions
SKL_728fb08e4b83,CSO,SKL_a6b83e613f9e,ROME,skos:relatedMatch,0.6519,embed:0.65,auto,,information integration <> Intégration de systèmes de détection d'intrusions
SKL_200892094ffe,CSO,SKL_a6b83e613f9e,ROME,skos:relatedMatch,0.6504,embed:0.65,auto,,security systems <> Intégration de systèmes de détection d'intrusions
SKL_48f861850a35,CSO,SKL_a6b83e613f9e,ROME,skos:relatedMatch,0.6225,embed:0.62,auto,,intranets <> Intégration de systèmes de détection d'intrusions
SKL_7dae86013cde,CSO,SKL_5a4f877f338b,ROME,skos:closeMatch,0.7015,embed:0.70,auto,,information security <> Optimisation des processus de sécurité informatique
SKL_236b2ef8eea7,CSO,SKL_5a4f877f338b,ROME,skos:relatedMatch,0.6804,embed:0.68,auto,,computer security <> Optimisation des processus de sécurité informatique
SKL_2bb92322e4c3,CSO,SKL_5a4f877f338b,ROME,skos:relatedMatch,0.6635,embed:0.66,auto,,process mining <> Optimisation des processus de sécurité informatique
SKL_200892094ffe,CSO,SKL_5a4f877f338b,ROME,skos:relatedMatch,0.6537,embed:0.65,auto,,security systems <> Optimisation des processus de sécurité informatique
SKL_42065fe4e9a6,CSO,SKL_5a4f877f338b,ROME,skos:relatedMatch,0.6534,embed:0.65,auto,,computer systems programming <> Optimisation des processus de sécurité informatique
SKL_236b2ef8eea7,CSO,SKL_5535594c5134,ROME,skos:closeMatch,0.7053,embed:0.71,auto,,computer security <> Utilisation de logiciels de gestion de la sécurité
SKL_d5fcac07f30f,CSO,SKL_5535594c5134,ROME,skos:relatedMatch,0.6946,embed:0.69,auto,,software <> Utilisation de logiciels de gestion de la sécurité
SKL_ba1ba6c7a363,CSO,SKL_5535594c5134,ROME,skos:relatedMatch,0.6832,embed:0.68,auto,,computer software maintenance <> Utilisation de logiciels de gestion de la sécurité
SKL_84a6306f0b67,CSO,SKL_5535594c5134,ROME,skos:relatedMatch,0.681,embed:0.68,auto,,security of data <> Utilisation de logiciels de gestion de la sécurité
SKL_200892094ffe,CSO,SKL_5535594c5134,ROME,skos:relatedMatch,0.6795,embed:0.68,auto,,security systems <> Utilisation de logiciels de gestion de la sécurité
SKL_7f25208613ff,CSO,SKL_ccc256169f26,ROME,skos:relatedMatch,0.6711,embed:0.67,auto,,"network architecture <> Expert en architectures systèmes, réseaux et sécurité informatique"
SKL_25992270398f,CSO,SKL_ccc256169f26,ROME,skos:relatedMatch,0.655,embed:0.65,auto,,"expert systems <> Expert en architectures systèmes, réseaux et sécurité informatique"
SKL_8813d38bde4b,CSO,SKL_ccc256169f26,ROME,skos:relatedMatch,0.6496,embed:0.65,auto,,"cybersecurity <> Expert en architectures systèmes, réseaux et sécurité informatique"
SKL_64835e194f0f,CSO,SKL_ccc256169f26,ROME,skos:relatedMatch,0.6495,embed:0.65,auto,,"system architectures <> Expert en architectures systèmes, réseaux et sécurité informatique"
SKL_236b2ef8eea7,CSO,SKL_8b02792e6e2f,ROME,skos:relatedMatch,0.6531,embed:0.65,auto,,computer security <> Master mention cybersécurité
SKL_7dae86013cde,CSO,SKL_8b02792e6e2f,ROME,skos:relatedMatch,0.6147,embed:0.61,auto,,information security <> Master mention cybersécurité
SKL_1ec8a2c6a1c0,CSO,SKL_8b02792e6e2f,ROME,skos:relatedMatch,0.6108,embed:0.61,auto,,cyber defense <> Master mention cybersécurité
SKL_8813d38bde4b,CSO,SKL_8b02792e6e2f,ROME,skos:relatedMatch,0.604,embed:0.60,auto,,cybersecurity <> Master mention cybersécurité
SKL_c67adad98acf,CSO,SKL_8b02792e6e2f,ROME,skos:relatedMatch,0.601,embed:0.60,auto,,computer crime <> Master mention cybersécurité
SKL_c5319860786f,CSO,SKL_0c4203f253d2,ROME,skos:relatedMatch,0.6172,embed:0.62,auto,,bug-fixing <> Rapporter les incidents et anomalies rencontrés
SKL_73c1b6605da7,CSO,SKL_0c4203f253d2,ROME,skos:relatedMatch,0.5982,embed:0.60,auto,,bug tracking system <> Rapporter les incidents et anomalies rencontrés
SKL_f0bf3f2c0964,CSO,SKL_0c4203f253d2,ROME,skos:relatedMatch,0.591,embed:0.59,auto,,system calls <> Rapporter les incidents et anomalies rencontrés
SKL_8ceca79fec52,CSO,SKL_0c4203f253d2,ROME,skos:relatedMatch,0.5907,embed:0.59,auto,,security and privacy <> Rapporter les incidents et anomalies rencontrés
SKL_84a6306f0b67,CSO,SKL_58f2be9cb006,ROME,skos:relatedMatch,0.6983,embed:0.70,auto,,security of data <> Maintenir les registres de sécurité à jour
SKL_236b2ef8eea7,CSO,SKL_58f2be9cb006,ROME,skos:relatedMatch,0.6726,embed:0.67,auto,,computer security <> Maintenir les registres de sécurité à jour
SKL_ba1ba6c7a363,CSO,SKL_58f2be9cb006,ROME,skos:relatedMatch,0.6636,embed:0.66,auto,,computer software maintenance <> Maintenir les registres de sécurité à jour
SKL_200892094ffe,CSO,SKL_58f2be9cb006,ROME,skos:relatedMatch,0.6495,embed:0.65,auto,,security systems <> Maintenir les registres de sécurité à jour
SKL_7dae86013cde,CSO,SKL_58f2be9cb006,ROME,skos:relatedMatch,0.6398,embed:0.64,auto,,information security <> Maintenir les registres de sécurité à jour
SKL_5538368b2de5,CSO,SKL_c49710b8cfaf,ROME,skos:relatedMatch,0.6735,embed:0.67,auto,,collaborative work <> Coordonner les activités avec d'autres équipes techniques
SKL_a7417ead6943,CSO,SKL_c49710b8cfaf,ROME,skos:relatedMatch,0.6234,embed:0.62,auto,,human-ai collaboration <> Coordonner les activités avec d'autres équipes techniques
SKL_064d359e10d8,CSO,SKL_c49710b8cfaf,ROME,skos:relatedMatch,0.6203,embed:0.62,auto,,interaction techniques <> Coordonner les activités avec d'autres équipes techniques
SKL_c8058ec309fa,CSO,SKL_c49710b8cfaf,ROME,skos:relatedMatch,0.6063,embed:0.61,auto,,communicating sequential process <> Coordonner les activités avec d'autres équipes techniques
SKL_f2cec07a676d,CSO,SKL_c49710b8cfaf,ROME,skos:relatedMatch,0.6039,embed:0.60,auto,,self-managing <> Coordonner les activités avec d'autres équipes techniques
SKL_7ac1d9722bca,CSO,SKL_4d5b52929aae,ROME,skos:relatedMatch,0.6409,embed:0.64,auto,,security policy <> Participer à des réunions de sécurité
SKL_8ceca79fec52,CSO,SKL_4d5b52929aae,ROME,skos:relatedMatch,0.6386,embed:0.64,auto,,security and privacy <> Participer à des réunions de sécurité
SKL_236b2ef8eea7,CSO,SKL_4d5b52929aae,ROME,skos:relatedMatch,0.6311,embed:0.63,auto,,computer security <> Participer à des réunions de sécurité
SKL_602c7c111214,CSO,SKL_4d5b52929aae,ROME,skos:relatedMatch,0.6239,embed:0.62,auto,,privacy and security <> Participer à des réunions de sécurité
SKL_84a6306f0b67,CSO,SKL_4d5b52929aae,ROME,skos:relatedMatch,0.6204,embed:0.62,auto,,security of data <> Participer à des réunions de sécurité
SKL_f2cec07a676d,CSO,SKL_7398d9bbbd1b,ROME,skos:relatedMatch,0.5828,embed:0.58,auto,,self-managing <> Gérer les situations d'urgence et appliquer les procédures adéquates
SKL_8da6ff3dbc3a,CSO,SKL_7398d9bbbd1b,ROME,skos:relatedMatch,0.5562,embed:0.56,auto,,requirements engineering <> Gérer les situations d'urgence et appliquer les procédures adéquates
SKL_7ac1d9722bca,CSO,SKL_7398d9bbbd1b,ROME,skos:relatedMatch,0.5515,embed:0.55,auto,,security policy <> Gérer les situations d'urgence et appliquer les procédures adéquates
SKL_25992270398f,CSO,SKL_7398d9bbbd1b,ROME,skos:relatedMatch,0.5476,embed:0.55,auto,,expert systems <> Gérer les situations d'urgence et appliquer les procédures adéquates
SKL_8ceca79fec52,CSO,SKL_7398d9bbbd1b,ROME,skos:relatedMatch,0.5402,embed:0.54,auto,,security and privacy <> Gérer les situations d'urgence et appliquer les procédures adéquates
SKL_7dae86013cde,CSO,SKL_a2621354a232,ROME,skos:relatedMatch,0.6883,embed:0.69,auto,,information security <> Analyser les alertes de sécurité informatique
SKL_236b2ef8eea7,CSO,SKL_a2621354a232,ROME,skos:relatedMatch,0.6825,embed:0.68,auto,,computer security <> Analyser les alertes de sécurité informatique
SKL_236b2ef8eea7,CSO,SKL_6efe6c7d7f16,ROME,skos:relatedMatch,0.6853,embed:0.69,auto,,computer security <> Analyser les tendances de menaces informatiques
SKL_7dae86013cde,CSO,SKL_6efe6c7d7f16,ROME,skos:relatedMatch,0.6705,embed:0.67,auto,,information security <> Analyser les tendances de menaces informatiques
SKL_48975a36f63e,CSO,SKL_6efe6c7d7f16,ROME,skos:relatedMatch,0.6632,embed:0.66,auto,,malware detection <> Analyser les tendances de menaces informatiques
SKL_7c542578a0e5,CSO,SKL_7a088c126cc6,ROME,skos:relatedMatch,0.6046,embed:0.60,auto,,security model <> Développer des tableaux de bord de sécurité
SKL_84a6306f0b67,CSO,SKL_7a088c126cc6,ROME,skos:relatedMatch,0.5891,embed:0.59,auto,,security of data <> Développer des tableaux de bord de sécurité
SKL_aa825cb9b853,CSO,SKL_7a088c126cc6,ROME,skos:relatedMatch,0.5889,embed:0.59,auto,,electronic designs <> Développer des tableaux de bord de sécurité
SKL_dd342fb022fb,CSO,SKL_7a088c126cc6,ROME,skos:relatedMatch,0.5845,embed:0.58,auto,,self-configuring <> Développer des tableaux de bord de sécurité
SKL_c5319860786f,CSO,SKL_7a088c126cc6,ROME,skos:relatedMatch,0.5819,embed:0.58,auto,,bug-fixing <> Développer des tableaux de bord de sécurité
SKL_a70383873e19,CSO,SKL_d0d7bc3972a9,ROME,skos:closeMatch,0.7294,embed:0.73,auto,,system testing <> Mener des simulations d'attaque pour tester la sécurité
