entity_id,source,source_id,pref_label_en,pref_label_fr,alt_labels_en,alt_labels_fr,description_en,description_fr,esco_skill_type,esco_reuse_level,hard_soft_provisional,hard_soft_method,it_subtype
SKL_19432d907934,ESCO,24ff9b31-a497-4817-9e9b-c0ff3b3fa0ef,set up portable field transmission equipment,mettre en place un équipement de transmission mobile portable,setting up field transmission equipment | mount field transmission l equipment | assemble field transmission equipment | prepare field transmission equipment,,Set up and operate portable transmission equipment when broadcasting takes place outside of the studio.,,skill/competence,occupation-specific,hard,esco_skillcompetence_default,other_hard
SKL_f46a3a3c6551,ESCO,43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,OpenEdge Database,OpenEdge RDBMS Advanced Enterprise Edition | OpenEdge RDBMS | Progress OpenEdge Relational Database Management System,,"The computer program OpenEdge Database is a tool for creating, updating and managing databases, developed by the software company Progress Software Corporation.",,knowledge,sector-specific,hard,esco_knowledge_pillar,data_databases
SKL_74cbd8532639,ESCO,a06a0d41-10fa-4ba7-a988-e8b5eba966fb,mobility as a service,mobilité en tant que service,digital technologies for mobility services | mobility services through digital technologies | MaaS | shared mobility services | sustainable mobility services,,"The provision of mobility services through digital technologies enabling customers to plan, book and pay for their trip. It includes the offer of shared and sustainable mobility services tailored on users' travel needs and the knowledge of different applications used for this purpose.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_a4c9ff9662b9,ESCO,2962214b-cc38-4d20-aa8b-aa120091d743,prepare exhibition marketing plan,préparer le plan de marketing d'une exposition,plan exhibition marketing plan | exhibition marketing plan preparation | arrange exhibition marketing plan | prepare an exhibition marketing plan | develop exhibition marketing plan | provide exhibition marketing plan | preparing an exhibition marketing plan,,"Develop marketing plan for upcoming exhibition; design and distribute posters, flyers and catalogues; communicate ideas with photographers, graphic designers and printers; prepare articles for online and printed media; keep website and social media up-to-date.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_5f79eb1469d5,ESCO,4a2a63e6-5c62-43a0-a375-fdf4c2805270,customise software for drive system,personnaliser un logiciel pour un système de transmission,customise drive system software | customising drive system software | software adapting for drive system | customize software for drive system | drive system software adapting | adapting drive system software | software customising for drive system | adapting software for drive system | customising software for drive system | adapt drive system software | drive system software customising | adapt software for drive system,,Adapt and customise software to the specific machine or application.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,programming_languages
SKL_1f6b52c0fcf7,ESCO,a47d194d-0ffd-4aaa-b695-fbbe0255000e,design information system,concevoir un système d’information,design ICT system,concevoir un système de TIC | mettre en place un système d’information | créer un système d’information | concevoir un système informatique | concevoir un système informatisé | concevoir un SI,"Define the architecture, composition, components, modules, interfaces and data for integrated information systems (hardware, software and network), based on system requirements and specifications.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_b5cbafabb60c,ESCO,114c9698-c999-4369-8498-81bf641fe871,establish an ICT security prevention plan,établir un plan de sécurité des TIC,,établir un plan de prévention de la sécurité des TIC,"Define a comprehensive and proactive strategy for managing information and communication technology (ICT) security risks by establishing a set of measures and responsibilities to ensure the confidentiality, integrity and availability of information. Implement policies to prevent data breaches, detect and respond to unauthorised access to systems and resources, including up-to-date security applications and employee education.",,skill/competence,occupation-specific,hard,esco_skillcompetence_default,security
SKL_ad07bc17b05e,ESCO,fafe0b9d-dbd9-46bd-b770-26299539ce66,ICT process quality models,modèles de qualité des processus d’information et de communication,Quality maturity models | CMMI (Capability Maturity Model Integrated) | software process quality | CMM,qualité des processus logiciels | modèle de qualité d’un processus d’information et de communication | CMMI | CMM | modèles de maturité | modèles de qualité des processus,"The quality models for ICT services which address the maturity of the processes, the adoption of recommended practices and their definition and institutionalisation that allow the organisation to reliably and sustainably produce required outcomes. It includes models in a lot of ICT areas.",,knowledge,sector-specific,hard,esco_knowledge_pillar,knowledge_general
SKL_995f3927da00,ESCO,637ca2e2-0624-48b1-be6e-9ff4580344ac,proofread text,assurer la relecture d’un texte,proofread content for publishing,,"Read a text thoroughly, search for, review and correct errors to ensure content is valid for publishing.",,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
SKL_d4b8526448d7,ESCO,20c920d4-7ff7-4676-ba61-3f04490d9416,keep up with the latest information systems solutions,suivre les évolutions en matière de solutions de systèmes d’information,keep up with the latest information systems,suivre les solutions les plus modernes en systèmes d’information | rester au fait des dernières solutions en systèmes d’information | être au courant des dernières solutions en systèmes d’information | s’informer des dernières solutions en systèmes d’information | suivre les nouvelles solutions en systèmes d’information,"Gather the latest information on existing information systems solutions which integrate software and hardware, as well as network components.",,skill/competence,sector-specific,hard,esco_skillcompetence_default,other_hard
SKL_b1aa4a266780,ESCO,31c69100-b612-4a61-8db5-fd314318854c,execute analytical mathematical calculations,exécuter des calculs mathématiques et analytiques,apply analytical mathematical methods,,Apply mathematical methods and make use of calculation technologies in order to perform analyses and devise solutions to specific problems.,,skill/competence,cross-sector,hard,esco_skillcompetence_default,other_hard
